Fracción Volumen,Radio (nm),Espesor de la película (nm),Índice de absorción
3.0,15.0,108.0,0.0083322188087663
3.0,15.0,108.0,0.0022043271095484
3.0,15.0,108.0,0.0001454462448902
3.0,15.0,108.0,0.0036318417882724
3.0,15.0,108.0,0.0014168544001011
3.0,15.0,108.0,0.0008669654500399
3.0,15.0,109.0,0.0073498252512937
3.0,15.0,108.0,
3.0,15.0,108.0,0.001154048073709
3.0,15.0,108.0,
3.0,17.0,122.0,0.000966121492625
3.0,15.0,108.0,0.0002611338857306
3.0,15.0,109.0,0.0117235913615857
3.0,15.0,108.0,0.0036012115940248
3.0,15.0,108.0,0.0005521268818522
3.0,15.0,108.0,0.000507880499095
3.0,15.0,108.0,0.0025091541724028
3.0,15.0,108.0,0.0015716388790475
3.0,15.0,108.0,0.0041552215329825
3.0,15.0,108.0,0.0012850174627807
3.0,15.0,108.0,5.176661889e-05
3.0,15.0,109.0,1.87324429034e-05
3.0,15.0,108.0,0.0011066922749776
3.0,15.0,108.0,0.001538271700822
3.0,15.0,108.0,
3.0,15.0,108.0,0.0005196654188753
3.0,15.0,108.0,0.0104348496663234
3.0,16.0,111.0,0.0002804597764387
3.0,15.0,108.0,0.0001393936426221
3.0,15.0,109.0,0.021883527825908
3.0,15.0,108.0,0.0006688254317784
3.0,15.0,109.0,0.0020321315431275
3.0,15.0,108.0,0.0074733415092639
3.0,15.0,108.0,0.0079645303432902
3.0,15.0,108.0,
3.0,15.0,109.0,0.0062427695962872
3.0,15.0,108.0,0.001986013476613
3.0,15.0,108.0,0.0002690789938975
3.0,15.0,108.0,
3.0,15.0,108.0,0.008460690574994
3.0,15.0,108.0,0.0092075583916355
3.0,15.0,108.0,0.0026887541249622
3.0,15.0,108.0,0.0005037089770062
3.0,15.0,108.0,0.0555779614599861
3.0,15.0,108.0,0.0019671756442789
3.0,15.0,108.0,0.0030744196037791
3.0,15.0,108.0,0.0025465434858147
3.0,15.0,108.0,
3.0,15.0,108.0,0.0074962614559458
3.0,15.0,108.0,0.0003081402827864
3.0,15.0,108.0,0.0008766843114365
3.0,15.0,108.0,0.0019426536276864
3.0,15.0,108.0,0.0029620794150203
3.0,15.0,108.0,0.0021111280732132
3.0,15.0,108.0,0.0016615511371781
3.0,15.0,108.0,0.0040918310806926
3.0,15.0,109.0,0.0045022987455897
3.0,15.0,108.0,0.0050332110013696
3.0,15.0,108.0,0.0001240983654142
3.0,15.0,108.0,2.67428049928e-05
3.0,15.0,108.0,
3.0,15.0,108.0,0.012393324985407
3.0,15.0,108.0,0.0042483258307052
3.0,15.0,108.0,0.0003781430252121
3.0,15.0,108.0,0.0011723049586206
3.0,15.0,109.0,0.0015743196868713
3.0,15.0,108.0,0.0021069688298313
3.0,15.0,108.0,0.0004383134418286
3.0,15.0,109.0,0.0098319072411021
3.0,15.0,109.0,0.0008281525606715
3.0,15.0,108.0,0.0018007736462629
3.0,15.0,108.0,0.0022028475886678
3.0,15.0,108.0,0.0015786023883175
3.0,15.0,108.0,0.0081301386337563
3.0,15.0,108.0,0.0079247452389397
3.0,15.0,108.0,0.0017922157795343
3.0,15.0,108.0,0.0023066767337803
3.0,15.0,108.0,0.0038247324945495
3.0,15.0,108.0,0.0026222024139127
3.0,15.0,108.0,0.0018216985375147
3.0,15.0,108.0,0.0010458573751787
3.0,15.0,108.0,0.0002995636092598
3.0,15.0,108.0,0.0085908493275899
3.0,15.0,108.0,0.0047410433371515
3.0,15.0,109.0,
3.0,15.0,108.0,0.0021990837552967
3.0,15.0,108.0,
3.0,15.0,108.0,0.0102158223622087
3.0,15.0,108.0,0.0034903867377118
3.0,15.0,108.0,0.0013790417434076
3.0,15.0,108.0,0.0009602271887909
3.0,15.0,108.0,0.0008466708151563
3.0,15.0,108.0,0.0012609154090292
3.0,15.0,108.0,0.0026525024599855
3.0,15.0,108.0,0.0004384771810236
3.0,15.0,108.0,0.0135101821007964
3.0,15.0,109.0,
3.0,15.0,108.0,0.001827172055282
3.0,15.0,109.0,0.0004772650432001
3.0,15.0,108.0,0.0007409489215473
3.0,15.0,108.0,0.0017791428948352
3.0,15.0,108.0,0.001306448229309
3.0,15.0,109.0,0.0014913319157325
3.0,15.0,109.0,0.0022537452108963
3.0,15.0,108.0,
3.0,15.0,109.0,0.0120982171124869
3.0,16.0,111.0,0.0010256815706042
3.0,15.0,108.0,0.0012686156825763
3.0,15.0,108.0,
3.0,15.0,108.0,0.0011276367902286
3.0,15.0,108.0,0.0079436742165998
3.0,15.0,108.0,
3.0,15.0,108.0,0.0013092649785394
3.0,15.0,108.0,0.0183825294852137
3.0,15.0,108.0,0.0019884272108852
3.0,15.0,108.0,0.0008346272022229
3.0,15.0,108.0,
3.0,15.0,108.0,0.0017831527250429
3.0,15.0,108.0,0.003099284759406
3.0,15.0,109.0,0.004467831976336
3.0,15.0,108.0,0.0003504814094269
3.0,15.0,108.0,0.0088665404988578
3.0,15.0,109.0,0.001640931895216
3.0,15.0,109.0,0.0007612610345234
3.0,15.0,108.0,0.0011102009353686
3.0,15.0,108.0,0.0003977942288623
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0101438293826454
3.0,15.0,108.0,0.0039964229509151
3.0,15.0,108.0,0.0005197952637546
3.0,15.0,108.0,0.0017509279259123
3.0,15.0,108.0,0.0029165191363711
3.0,15.0,108.0,
3.0,15.0,108.0,0.0008893477553228
3.0,15.0,108.0,0.0008422991927836
3.0,15.0,108.0,0.0014480362551864
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,109.0,0.000963623659095
3.0,15.0,108.0,0.0046735355321068
3.0,15.0,108.0,0.0021610668079238
3.0,15.0,108.0,0.0088013126398556
3.0,15.0,108.0,0.0009163356243224
3.0,15.0,108.0,0.0028505668471613
3.0,15.0,108.0,
3.0,15.0,108.0,0.0021248933360255
3.0,15.0,108.0,
3.0,15.0,108.0,0.0048235654046245
3.0,15.0,108.0,0.001628226031374
3.0,15.0,108.0,0.0031865293898988
3.0,16.0,110.0,0.0019850616766297
3.0,15.0,109.0,0.0009080697639858
3.0,15.0,108.0,0.0076712141800313
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0037405345959052
3.0,15.0,108.0,0.0034003377473158
3.0,15.0,108.0,0.0015352565047013
3.0,15.0,108.0,0.0143453632052626
3.0,15.0,108.0,0.0042001759792467
3.0,15.0,108.0,0.0024343094533462
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,16.0,110.0,0.0021635534982453
3.0,15.0,109.0,0.0010811258531285
3.0,15.0,108.0,0.0061154244352781
3.0,15.0,110.0,0.0070540976201884
3.0,15.0,109.0,0.0018902253541044
3.0,15.0,108.0,0.0014384577230632
3.0,15.0,108.0,0.002017367468252
3.0,15.0,108.0,0.0016880571375659
3.0,15.0,108.0,0.0008210530987127
3.0,15.0,108.0,0.001641737439143
3.0,15.0,108.0,0.0025452567123681
3.0,15.0,108.0,0.0050332110013696
3.0,15.0,108.0,0.0013217971529165
3.0,15.0,108.0,0.0015327422412067
3.0,15.0,108.0,0.0001918027619135
3.0,15.0,108.0,0.0008113396313714
3.0,15.0,108.0,
3.0,15.0,108.0,0.0031630453615425
3.0,15.0,108.0,0.0014762074065932
3.0,15.0,108.0,
3.0,15.0,108.0,0.0010755532483798
3.0,15.0,108.0,0.0109418100642183
3.0,15.0,108.0,0.0051918128117107
3.0,15.0,108.0,
3.0,15.0,108.0,0.0145815868112772
3.0,15.0,108.0,0.000452186304
3.0,15.0,108.0,0.0021091563127184
3.0,16.0,110.0,0.0005008829154162
3.0,15.0,108.0,0.0005674957588077
3.0,15.0,109.0,
3.0,15.0,108.0,0.0024987473224996
3.0,15.0,108.0,0.0011785635522145
3.0,15.0,108.0,
3.0,15.0,108.0,0.0012442617129297
3.0,15.0,108.0,
3.0,15.0,108.0,0.0017613249653702
3.0,15.0,108.0,0.1171451403605008
3.0,15.0,108.0,
3.0,15.0,108.0,0.0011724080427003
3.0,15.0,108.0,
3.0,15.0,108.0,0.0020233092346241
3.0,15.0,108.0,0.0037331671155833
3.0,15.0,109.0,
3.0,15.0,109.0,
3.0,15.0,108.0,0.0047222780431263
3.0,15.0,108.0,0.0073857859886779
3.0,15.0,108.0,
3.0,15.0,109.0,0.0065755601048145
3.0,15.0,109.0,0.0013745505795077
3.0,15.0,108.0,0.0087446434698553
3.0,15.0,109.0,0.0007442447164673
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0022143936896025
3.0,15.0,109.0,
3.0,15.0,108.0,0.0004733059565702
3.0,15.0,108.0,0.0057752897343174
3.0,15.0,108.0,0.0021655473710534
3.0,15.0,108.0,0.0011171471758712
3.0,15.0,108.0,0.0001163948104681
3.0,15.0,108.0,0.002788780945079
3.0,15.0,108.0,
3.0,15.0,108.0,0.0024837813092388
3.0,15.0,108.0,0.0008704004556182
3.0,15.0,108.0,0.0032084190734818
3.0,15.0,108.0,0.0010053239959674
3.0,15.0,108.0,0.0031682789073246
3.0,15.0,108.0,0.0013959838080485
3.0,15.0,108.0,0.0081113935142301
3.0,15.0,108.0,0.0081390204275786
3.0,15.0,109.0,0.000376472338584
3.0,15.0,108.0,0.0025078169984506
3.0,15.0,109.0,0.0036083209686801
3.0,15.0,108.0,0.0093243135166818
3.0,15.0,108.0,0.0038337257366454
3.0,15.0,108.0,0.000232444271875
3.0,15.0,108.0,0.00160871964964
3.0,15.0,109.0,0.0002603170180824
3.0,15.0,108.0,
3.0,15.0,108.0,0.0018054315933677
3.0,15.0,108.0,0.0021538318617686
3.0,15.0,108.0,0.0028106978254885
3.0,15.0,108.0,
3.0,15.0,108.0,0.002234817939275
3.0,15.0,109.0,0.001282160206608
3.0,15.0,109.0,0.0068450419109959
3.0,15.0,108.0,0.0005356379874513
3.0,15.0,108.0,0.0007892330264861
3.0,15.0,108.0,0.0018883067156333
3.0,15.0,109.0,0.0132862080650042
3.0,15.0,108.0,0.0020501136424544
3.0,15.0,108.0,0.0089691328400012
3.0,15.0,108.0,
3.0,15.0,108.0,0.0013666807511585
3.0,15.0,108.0,0.0015773835117428
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0010764077881242
3.0,15.0,108.0,0.0019399909982764
3.0,15.0,108.0,0.0009542760673243
3.0,15.0,108.0,0.0052176708373857
3.0,15.0,108.0,0.0004982189058003
3.0,15.0,108.0,0.0039095009373682
3.0,15.0,108.0,0.0016327268553701
3.0,15.0,108.0,0.0010115872731777
3.0,15.0,108.0,0.0016291627453197
3.0,15.0,108.0,0.0012283218691982
3.0,15.0,109.0,0.0016565711070501
3.0,15.0,108.0,0.0002584071267363
3.0,15.0,108.0,0.0110259960277432
3.0,15.0,108.0,0.0497857041588873
3.0,15.0,108.0,0.0025160282892699
3.0,15.0,109.0,0.009403399140863
3.0,15.0,108.0,
3.0,15.0,109.0,0.0015787716185467
3.0,15.0,108.0,0.00597140345357
3.0,15.0,109.0,0.002153280413458
3.0,15.0,109.0,0.0001420624016543
3.0,15.0,108.0,0.0024696843898157
3.0,16.0,110.0,
3.0,15.0,109.0,0.001114926168888
3.0,15.0,108.0,0.0018740975551193
3.0,15.0,108.0,0.0009582760737437
3.0,15.0,108.0,0.0019239208794081
3.0,15.0,108.0,
3.0,15.0,108.0,0.0064199194434937
3.0,15.0,108.0,0.0096147896368547
3.0,15.0,108.0,
3.0,15.0,109.0,0.0008554847938302
3.0,15.0,109.0,
3.0,15.0,110.0,0.00177091427386
3.0,15.0,108.0,0.0083478545470976
3.0,15.0,108.0,0.0014956002021042
3.0,15.0,109.0,0.0007761173748387
3.0,15.0,108.0,0.0325654572780185
3.0,15.0,109.0,0.0017441096799243
3.0,15.0,108.0,0.0022178766580959
3.0,15.0,108.0,
3.0,15.0,108.0,0.0019277684207122
3.0,15.0,108.0,0.0017822011904579
3.0,15.0,108.0,0.0098982703231196
3.0,15.0,108.0,0.0008179360649241
3.0,15.0,108.0,0.0010031739870701
3.0,15.0,108.0,
3.0,15.0,108.0,0.0076324224231025
3.0,15.0,109.0,
3.0,15.0,108.0,0.0020861933146477
3.0,15.0,108.0,
3.0,15.0,108.0,0.0003557597967316
3.0,15.0,109.0,0.0027760875775027
3.0,15.0,108.0,0.0015670594232244
3.0,15.0,109.0,
3.0,15.0,108.0,0.0017810036621699
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0016927305548621
3.0,15.0,108.0,
3.0,15.0,109.0,0.0002277618438302
3.0,15.0,108.0,0.0072559197905292
3.0,15.0,108.0,
3.0,15.0,108.0,0.0044149618535157
3.0,15.0,108.0,0.0024287187392547
3.0,15.0,108.0,0.0091350570517005
3.0,15.0,108.0,0.0021751249786552
3.0,15.0,108.0,0.0035247876791638
3.0,15.0,108.0,0.0022504474397345
3.0,15.0,108.0,0.0093382578185199
3.0,15.0,108.0,0.0117878581617142
3.0,15.0,109.0,0.0047595251604048
3.0,15.0,108.0,0.0025122941813835
3.0,15.0,109.0,0.0073397211225669
3.0,15.0,108.0,0.0023953923252644
3.0,15.0,108.0,0.0014244737849542
3.0,15.0,109.0,
3.0,15.0,108.0,0.0018787030127417
3.0,16.0,110.0,0.0033318811382631
3.0,15.0,108.0,0.0012104041485073
3.0,15.0,108.0,0.0033910632137371
3.0,15.0,108.0,0.0012103331630101
3.0,15.0,108.0,0.003889864687997
3.0,15.0,109.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0035592315794342
3.0,15.0,108.0,0.0093480796537888
3.0,15.0,108.0,0.0006456355591376
3.0,15.0,108.0,
3.0,15.0,108.0,0.0026778392673444
3.0,15.0,108.0,0.0049643496227391
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0006600957318946
3.0,15.0,108.0,0.000153463064748
3.0,15.0,108.0,
3.0,15.0,108.0,0.0010617941046761
3.0,15.0,108.0,0.0091086597871532
3.0,15.0,108.0,0.0007816460234687
3.0,15.0,108.0,0.0010353805298757
3.0,16.0,112.0,
3.0,15.0,108.0,0.0019341802211108
3.0,15.0,109.0,0.0027150528506294
3.0,16.0,110.0,0.002128781398325
3.0,16.0,110.0,
3.0,15.0,108.0,
3.0,16.0,113.0,0.0006918867889953
3.0,15.0,109.0,0.0075678332089597
3.0,15.0,108.0,0.0162158977075248
3.0,15.0,108.0,7.11847938488e-05
3.0,15.0,108.0,0.000559388463342
3.0,15.0,108.0,0.002834262218587
3.0,15.0,108.0,
3.0,15.0,108.0,0.0002203491655146
3.0,15.0,108.0,
3.0,15.0,108.0,0.0011536473720282
3.0,15.0,108.0,0.0010030607377974
3.0,15.0,108.0,0.0001168336304062
3.0,15.0,108.0,0.0019336010955411
3.0,15.0,108.0,0.0009894031555229
3.0,15.0,109.0,
3.0,15.0,109.0,0.0037355091962232
3.0,15.0,108.0,0.0004658925406373
3.0,15.0,108.0,0.0021092666220584
3.0,15.0,108.0,
3.0,15.0,108.0,0.0011298886260306
3.0,15.0,108.0,0.0004528246793914
3.0,15.0,108.0,0.0023021902975802
3.0,15.0,108.0,0.0004999167339558
3.0,15.0,108.0,0.0036486700178999
3.0,15.0,108.0,0.0012728141673938
3.0,15.0,108.0,0.0063716670830172
3.0,15.0,108.0,
3.0,15.0,109.0,0.0011669939258974
3.0,15.0,108.0,0.0037508486944372
3.0,15.0,108.0,0.0022123533105037
3.0,15.0,108.0,0.0022135996100185
3.0,15.0,109.0,0.0003556911345272
3.0,15.0,109.0,0.001373935451012
3.0,15.0,108.0,0.0010028934597546
3.0,15.0,108.0,0.0003918242594873
3.0,15.0,108.0,0.0025690195162029
3.0,15.0,108.0,0.0086162765480092
3.0,15.0,109.0,
3.0,15.0,108.0,7.15262150467e-05
3.0,15.0,109.0,0.0020204285042173
3.0,15.0,109.0,0.0014686911933772
3.0,15.0,108.0,0.009401360148473
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0013029335979916
3.0,15.0,108.0,0.0014538237384658
3.0,15.0,109.0,0.0006481490772535
3.0,15.0,109.0,0.0037990002368395
3.0,15.0,108.0,0.000195089808511
3.0,15.0,108.0,0.0013035259146866
3.0,15.0,108.0,
3.0,15.0,108.0,0.001230615825413
3.0,15.0,108.0,
3.0,15.0,108.0,0.0014551883176801
3.0,15.0,109.0,0.0003691190704439
3.0,15.0,108.0,
3.0,15.0,108.0,0.0002400386269243
3.0,15.0,108.0,
3.0,15.0,108.0,0.0012911705255407
3.0,15.0,109.0,0.0004973772127951
3.0,15.0,108.0,0.0028092982800517
3.0,15.0,108.0,0.0036939852295979
3.0,15.0,109.0,
3.0,15.0,109.0,0.001114971265145
3.0,15.0,109.0,0.0021891568420631
3.0,15.0,108.0,0.0026167937321487
3.0,15.0,108.0,
3.0,15.0,108.0,0.0011253077240197
3.0,15.0,108.0,0.0001923098100243
3.0,15.0,108.0,0.0010658371623002
3.0,15.0,108.0,0.0004400505387828
3.0,15.0,108.0,
3.0,15.0,109.0,0.0015141581280134
3.0,15.0,108.0,0.0016501830344044
3.0,15.0,108.0,0.0031373979983927
3.0,15.0,109.0,0.0030913420371482
3.0,15.0,108.0,0.0009550036258591
3.0,15.0,108.0,0.0002945009269646
3.0,15.0,109.0,0.0005244237282453
3.0,15.0,108.0,0.0018876242683714
3.0,15.0,108.0,
3.0,15.0,108.0,0.0010006532488104
3.0,15.0,109.0,0.0031522766177205
3.0,15.0,108.0,0.0016146794308531
3.0,15.0,110.0,
3.0,15.0,108.0,0.0087610535428273
3.0,15.0,108.0,0.0016524340083971
3.0,15.0,108.0,0.002131704598368
3.0,15.0,109.0,
3.0,15.0,109.0,5.75585762342e-05
3.0,15.0,108.0,0.0012516397408948
3.0,15.0,108.0,0.0035936459122901
3.0,15.0,108.0,
3.0,15.0,108.0,0.0058695388073265
3.0,15.0,108.0,
3.0,15.0,108.0,0.0034583620985245
3.0,15.0,108.0,0.0006029366474061
3.0,15.0,108.0,0.0018203369223757
3.0,15.0,108.0,0.0011008573373335
3.0,15.0,108.0,0.00761337999935
3.0,15.0,108.0,0.0018475004113294
3.0,15.0,109.0,0.0001517087839192
3.0,15.0,108.0,
3.0,15.0,108.0,0.000521034588458
3.0,15.0,108.0,0.0014754098017692
3.0,15.0,108.0,
3.0,15.0,108.0,0.0005121459417848
3.0,15.0,108.0,
3.0,15.0,108.0,0.0025333994993514
3.0,15.0,109.0,0.0017865584434626
3.0,15.0,109.0,0.0019971413354037
3.0,15.0,109.0,0.0021469481963466
3.0,15.0,108.0,
3.0,15.0,108.0,0.0013069784452409
3.0,15.0,109.0,0.0009621096986117
3.0,15.0,108.0,0.0084348058660437
3.0,15.0,108.0,0.0215914738298651
3.0,15.0,108.0,0.0025241712798582
3.0,15.0,108.0,2.05816235387e-05
3.0,15.0,108.0,9.83069653249e-05
3.0,15.0,108.0,0.0087074827519083
3.0,15.0,108.0,0.0020516559883697
3.0,15.0,108.0,0.0011682722785485
3.0,15.0,108.0,0.0008921668884358
3.0,15.0,108.0,0.0014905776366169
3.0,15.0,108.0,0.0025394774403611
3.0,15.0,108.0,0.0006110954222151
3.0,15.0,108.0,0.002207719086682
3.0,15.0,108.0,0.0006871909092767
3.0,15.0,108.0,0.0010672538238709
3.0,15.0,108.0,0.009792409229587
3.0,15.0,108.0,0.0003480119074486
3.0,15.0,108.0,
3.0,15.0,109.0,0.0014880291342462
3.0,15.0,108.0,
3.0,15.0,108.0,0.0011238151187864
3.0,15.0,109.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0016551589909428
3.0,15.0,108.0,0.0002801649994825
3.0,15.0,108.0,0.0002394111866184
3.0,15.0,108.0,
3.0,15.0,108.0,0.0024875493032706
3.0,15.0,108.0,0.0083274704736666
3.0,15.0,108.0,
3.0,15.0,108.0,0.0010555221924197
3.0,15.0,108.0,0.0037940520583013
3.0,15.0,108.0,0.0001618237553856
3.0,15.0,108.0,0.0510241826274211
3.0,15.0,108.0,
3.0,15.0,108.0,0.0097006455082801
3.0,15.0,108.0,
3.0,15.0,109.0,0.0076707715606957
3.0,15.0,108.0,0.0017251763587836
3.0,15.0,108.0,0.0039479464569315
3.0,15.0,108.0,0.0025454713254244
3.0,15.0,108.0,0.0018704292851725
3.0,15.0,108.0,0.0005276539445899
3.0,15.0,108.0,0.0002472508328028
3.0,15.0,108.0,
3.0,15.0,108.0,0.0029762610932221
3.0,15.0,108.0,
3.0,15.0,108.0,0.0002057851941664
3.0,15.0,108.0,
3.0,15.0,108.0,0.001599560816659
3.0,15.0,108.0,0.0011339127117683
3.0,15.0,109.0,0.0013268656542546
3.0,15.0,109.0,0.002185249818001
3.0,15.0,109.0,0.0020959971228274
3.0,15.0,108.0,0.0065991124416083
3.0,15.0,108.0,0.0023111355607945
3.0,15.0,108.0,0.0051406225647495
3.0,15.0,108.0,0.0009803490913428
3.0,15.0,108.0,0.0130747716374238
3.0,15.0,108.0,0.0003170906266961
3.0,15.0,109.0,0.0033736825772111
3.0,15.0,108.0,0.0049751832541894
3.0,15.0,109.0,0.0084299176450212
3.0,15.0,108.0,0.0010343859934866
3.0,15.0,108.0,0.0021931348028315
3.0,15.0,108.0,0.0037782266415845
3.0,15.0,108.0,
3.0,15.0,108.0,0.0001240221387902
3.0,15.0,108.0,0.0015611753024207
3.0,15.0,108.0,0.0010059153221834
3.0,15.0,108.0,0.0001647654582444
3.0,15.0,109.0,0.0037779167716794
3.0,15.0,108.0,0.0021132064006555
3.0,16.0,114.0,0.0039062854611397
3.0,15.0,109.0,0.002158596807016
3.0,15.0,108.0,
3.0,15.0,109.0,0.0010715925362481
3.0,15.0,108.0,
3.0,15.0,108.0,0.001349075578192
3.0,16.0,111.0,0.0118013783386727
3.0,16.0,110.0,0.0043499829327141
3.0,16.0,110.0,0.0014132544287348
3.0,15.0,108.0,0.0004631910699608
3.0,15.0,109.0,5.94469824558e-05
3.0,15.0,108.0,0.0018607462991404
3.0,15.0,108.0,0.0030750832132352
3.0,15.0,108.0,
3.0,15.0,108.0,0.0073576048160494
3.0,16.0,111.0,0.0158801826311899
3.0,15.0,108.0,
3.0,15.0,108.0,0.0027873686230123
3.0,15.0,108.0,0.0019725876484426
3.0,15.0,108.0,0.0031747821918162
3.0,16.0,110.0,
3.0,15.0,108.0,0.0006167903362813
3.0,15.0,108.0,0.0003442475578578
3.0,15.0,108.0,0.0017511375807688
3.0,15.0,108.0,0.0079779859918291
3.0,15.0,108.0,0.0021015560534223
3.0,15.0,108.0,0.0238022446207037
3.0,15.0,108.0,0.000300167434363
3.0,15.0,109.0,
3.0,15.0,108.0,0.0009068486226247
3.0,15.0,108.0,0.0013443606403651
3.0,15.0,108.0,0.000779819434097
3.0,15.0,108.0,0.0001760440958939
3.0,15.0,108.0,0.0003283269382222
3.0,15.0,108.0,0.0021605315572631
3.0,15.0,108.0,0.0015618518577261
3.0,15.0,108.0,0.0145028105231371
3.0,15.0,108.0,
3.0,15.0,109.0,
3.0,15.0,109.0,
3.0,15.0,108.0,0.0086068693392865
3.0,15.0,109.0,0.0012730206609888
3.0,15.0,108.0,0.0003099983664783
3.0,15.0,108.0,
3.0,15.0,109.0,0.0007478463535708
3.0,15.0,108.0,0.0008483039413068
3.0,15.0,108.0,
3.0,15.0,108.0,0.0030065831498241
3.0,15.0,108.0,0.0037940695491443
3.0,15.0,108.0,0.0033549230920103
3.0,15.0,108.0,0.0021481149887537
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,16.0,110.0,0.0019016547346689
3.0,15.0,109.0,0.0024308157598952
3.0,15.0,109.0,0.0042069682380039
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0021655678217722
3.0,15.0,108.0,0.0020927670720775
3.0,15.0,109.0,0.0010363290240577
3.0,15.0,108.0,0.0004087290192375
3.0,15.0,108.0,
3.0,15.0,108.0,0.0010919663235438
3.0,16.0,110.0,0.0092443996074744
3.0,15.0,108.0,0.004727850107084
3.0,15.0,109.0,8.80163094847e-05
3.0,15.0,108.0,0.0099928178090227
3.0,15.0,109.0,
3.0,15.0,108.0,0.0002013771452955
3.0,15.0,109.0,0.0043758498473846
3.0,15.0,109.0,0.0040288729653275
3.0,15.0,108.0,0.0079261974967537
3.0,15.0,108.0,0.0011952440518389
3.0,15.0,108.0,0.0022015156524584
3.0,15.0,108.0,0.0118700282940793
3.0,15.0,109.0,0.0004395854919848
3.0,15.0,108.0,0.0004397712413816
3.0,15.0,108.0,0.0016886105628765
3.0,15.0,108.0,
3.0,15.0,108.0,8.04207056256e-05
3.0,15.0,108.0,0.0017297833285079
3.0,15.0,109.0,0.0003211458638665
3.0,15.0,108.0,0.0018077900174809
3.0,15.0,108.0,0.0005949043708643
3.0,15.0,109.0,0.0004283052942269
3.0,15.0,108.0,0.0021223990690261
3.0,15.0,108.0,0.0050902048385113
3.0,15.0,108.0,0.0001565951668271
3.0,15.0,108.0,0.0021523043101803
3.0,15.0,109.0,0.0029262925729957
3.0,15.0,108.0,0.0006360549777424
3.0,15.0,108.0,0.0076361731745863
3.0,15.0,109.0,0.0016684742284478
3.0,15.0,108.0,0.0037477683172442
3.0,15.0,108.0,0.0020877940260955
3.0,16.0,110.0,0.0011665941321044
3.0,15.0,108.0,0.0002360458640451
3.0,15.0,108.0,0.0023149220606332
3.0,15.0,108.0,0.0018219412761716
3.0,15.0,108.0,
3.0,15.0,109.0,
3.0,15.0,109.0,0.0020778627682093
3.0,15.0,108.0,0.0064364872290086
3.0,16.0,112.0,
3.0,15.0,108.0,0.0018117605147262
3.0,15.0,108.0,0.0011824455038873
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0026401474499042
3.0,15.0,108.0,0.0021402175043694
3.0,15.0,108.0,0.0003976478852499
3.0,15.0,108.0,0.0021736788063798
3.0,15.0,108.0,
3.0,15.0,108.0,0.0017187832793008
3.0,16.0,110.0,0.0021316643058423
3.0,15.0,108.0,0.0022074988582048
3.0,15.0,108.0,0.0012701084952205
3.0,15.0,109.0,
3.0,15.0,108.0,0.0007758671571161
3.0,15.0,108.0,0.0091314037697633
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0112816759449495
3.0,15.0,110.0,1.59402821642e-05
3.0,15.0,108.0,0.001402043701846
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0004427161194463
3.0,15.0,108.0,0.0015828240317388
3.0,15.0,108.0,0.0033723688709699
3.0,15.0,108.0,0.0027581238401998
3.0,15.0,108.0,0.0015773835117428
3.0,15.0,109.0,0.0017472178270017
3.0,15.0,108.0,0.0020963420503935
3.0,15.0,108.0,0.000456551068242
3.0,15.0,108.0,0.0016328226931774
3.0,15.0,108.0,0.0018424657440756
3.0,15.0,108.0,
3.0,16.0,110.0,
3.0,15.0,108.0,5.70268945518e-05
3.0,15.0,108.0,0.0003725500381796
3.0,15.0,108.0,0.0012803020900762
3.0,15.0,108.0,0.0018740975551193
3.0,15.0,108.0,0.002003155647735
3.0,15.0,108.0,0.0006828248112894
3.0,15.0,108.0,0.006509424986209
3.0,15.0,108.0,0.0101867040491868
3.0,15.0,108.0,0.0022154355451126
3.0,15.0,108.0,0.0020039858590758
3.0,15.0,108.0,0.0083010810271789
3.0,15.0,108.0,0.0004636831913206
3.0,15.0,108.0,0.0007552547473362
3.0,15.0,108.0,0.0008319845712964
3.0,16.0,110.0,0.0013977278490727
3.0,15.0,108.0,0.0042075532498516
3.0,15.0,108.0,0.0029797209068932
3.0,15.0,108.0,0.0072909014921612
3.0,15.0,108.0,0.0103461198741223
3.0,15.0,108.0,
3.0,15.0,108.0,
3.0,15.0,108.0,0.0003942068069965
