TOA5,8543,CR1000X,8543.1,CR1000X.Std.05.01,CPU:Est_meteo1.CR1X,5308
2022-01-10 00:00:00,146328.0,0.0,12.15,38.22,757.7287,
2022-01-10 00:01:00,146329.0,0.0,12.14,38.0,757.7183,
2022-01-10 00:02:00,146330.0,0.0,12.16,37.95,757.7203,
2022-01-10 00:03:00,146331.0,0.0,12.14,37.87,757.731,
2022-01-10 00:04:00,146332.0,0.0,12.15,37.71,757.7362,
2022-01-10 00:05:00,146333.0,0.0,12.16,37.66,757.7422,
2022-01-10 00:06:00,146334.0,0.0,12.14,37.75,757.7514,
2022-01-10 00:07:00,146335.0,0.0,12.14,37.7,757.7499,
2022-01-10 00:08:00,146336.0,0.0,12.12,37.75,757.7473,
2022-01-10 00:09:00,146337.0,0.0,12.1,37.78,757.7451,
2022-01-10 00:10:00,146338.0,0.0,12.09,37.74,757.7348,
2022-01-10 00:11:00,146339.0,0.0,12.05,37.74,757.7148,
2022-01-10 00:12:00,146340.0,0.0,12.04,37.7,757.6896,
2022-01-10 00:13:00,146341.0,0.0,12.02,37.71,757.6706,
2022-01-10 00:14:00,146342.0,0.0,12.0,37.79,757.6551,
2022-01-10 00:15:00,146343.0,0.0,11.99,37.79,757.6458,
2022-01-10 00:16:00,146344.0,0.0,12.0,37.72,757.6415,
2022-01-10 00:17:00,146345.0,0.0,12.0,37.74,757.6371,
2022-01-10 00:18:00,146346.0,0.0,12.01,37.67,757.6384,
2022-01-10 00:19:00,146347.0,0.0,12.04,37.57,757.6474,
2022-01-10 00:20:00,146348.0,0.0,12.03,37.51,757.6366,
2022-01-10 00:21:00,146349.0,0.0,12.0,37.57,757.6274,
2022-01-10 00:22:00,146350.0,0.0,11.96,37.77,757.6275,
2022-01-10 00:23:00,146351.0,0.0,11.93,37.82,757.6046,
2022-01-10 00:24:00,146352.0,0.0,11.93,37.82,757.5818,
2022-01-10 00:25:00,146353.0,0.0,11.96,37.76,757.55,
2022-01-10 00:26:00,146354.0,0.0,11.96,37.77,757.5185,
2022-01-10 00:27:00,146355.0,0.0,11.94,37.83,757.5134,
2022-01-10 00:28:00,146356.0,0.0,11.9,37.97,757.5138,
2022-01-10 00:29:00,146357.0,0.0,11.89,38.06,757.515,
2022-01-10 00:30:00,146358.0,0.0,11.86,38.15,757.521,
2022-01-10 00:31:00,146359.0,0.0,11.86,38.15,757.5079,
2022-01-10 00:32:00,146360.0,0.0,11.88,38.09,757.5078,
2022-01-10 00:33:00,146361.0,0.0,11.85,38.2,757.5033,
2022-01-10 00:34:00,146362.0,0.0,11.85,38.23,757.5037,
2022-01-10 00:35:00,146363.0,0.0,11.84,38.32,757.5104,
2022-01-10 00:36:00,146364.0,0.0,11.85,38.33,757.5164,
2022-01-10 00:37:00,146365.0,0.0,11.88,38.33,757.5282,
2022-01-10 00:38:00,146366.0,0.0,11.86,38.39,757.547,
2022-01-10 00:39:00,146367.0,0.0,11.84,38.56,757.5658,
2022-01-10 00:40:00,146368.0,0.0,11.84,38.59,757.5685,
2022-01-10 00:41:00,146369.0,0.0,11.82,38.67,757.5636,
2022-01-10 00:42:00,146370.0,0.0,11.8,38.78,757.5714,
2022-01-10 00:43:00,146371.0,0.0,11.79,38.82,757.5737,
2022-01-10 00:44:00,146372.0,0.0,11.78,38.83,757.5728,
2022-01-10 00:45:00,146373.0,0.0,11.8,38.86,757.591,
2022-01-10 00:46:00,146374.0,0.0,11.81,38.86,757.5866,
2022-01-10 00:47:00,146375.0,0.0,11.81,38.94,757.5818,
2022-01-10 00:48:00,146376.0,0.0,11.81,38.95,757.5762,
2022-01-10 00:49:00,146377.0,0.0,11.81,39.02,757.5735,
2022-01-10 00:50:00,146378.0,0.0,11.82,39.07,757.5668,
2022-01-10 00:51:00,146379.0,0.0,11.8,39.18,757.5681,
2022-01-10 00:52:00,146380.0,0.0,11.77,39.25,757.5674,
2022-01-10 00:53:00,146381.0,0.0,11.72,39.45,757.5673,
2022-01-10 00:54:00,146382.0,0.0,11.69,39.67,757.5693,
2022-01-10 00:55:00,146383.0,0.0,11.7,39.75,757.5792,
2022-01-10 00:56:00,146384.0,0.0,11.71,39.76,757.581,
2022-01-10 00:57:00,146385.0,0.0,11.72,39.76,757.5711,
2022-01-10 00:58:00,146386.0,0.0,11.73,39.73,757.5767,
2022-01-10 00:59:00,146387.0,0.0,11.72,39.87,757.5945,
2022-01-10 01:00:00,146388.0,0.0,11.7,39.92,757.5875,
2022-01-10 01:01:00,146389.0,0.0,11.68,39.9,757.5997,
2022-01-10 01:02:00,146390.0,0.0,11.62,40.08,757.6273,
2022-01-10 01:03:00,146391.0,0.0,11.62,40.2,757.6456,
2022-01-10 01:04:00,146392.0,0.0,11.6,40.24,757.6378,
2022-01-10 01:05:00,146393.0,0.0,11.55,40.37,757.6342,
2022-01-10 01:06:00,146394.0,0.0,11.53,40.53,757.6435,
2022-01-10 01:07:00,146395.0,0.0,11.49,40.69,757.6518,
2022-01-10 01:08:00,146396.0,0.0,11.54,40.68,757.667,
2022-01-10 01:09:00,146397.0,0.0,11.56,40.68,757.6813,
2022-01-10 01:10:00,146398.0,0.0,11.57,40.61,757.6658,
2022-01-10 01:11:00,146399.0,0.0,11.58,40.54,757.6389,
2022-01-10 01:12:00,146400.0,0.0,11.61,40.55,757.6415,
2022-01-10 01:13:00,146401.0,0.0,11.6,40.61,757.6388,
2022-01-10 01:14:00,146402.0,0.0,11.57,40.66,757.6271,
2022-01-10 01:15:00,146403.0,0.0,11.59,40.64,757.6455,
2022-01-10 01:16:00,146404.0,0.0,11.57,40.62,757.6731,
2022-01-10 01:17:00,146405.0,0.0,11.54,40.75,757.6746,
2022-01-10 01:18:00,146406.0,0.0,11.53,40.8,757.676,
2022-01-10 01:19:00,146407.0,0.0,11.55,40.82,757.6825,
2022-01-10 01:20:00,146408.0,0.0,11.58,40.7,757.6739,
2022-01-10 01:21:00,146409.0,0.0,11.57,40.67,757.6802,
2022-01-10 01:22:00,146410.0,0.0,11.56,40.65,757.6718,
2022-01-10 01:23:00,146411.0,0.0,11.61,40.57,757.6708,
2022-01-10 01:24:00,146412.0,0.0,11.64,40.44,757.6674,
2022-01-10 01:25:00,146413.0,0.0,11.62,40.57,757.6549,
2022-01-10 01:26:00,146414.0,0.0,11.58,40.65,757.6442,
2022-01-10 01:27:00,146415.0,0.0,11.62,40.51,757.6456,
2022-01-10 01:28:00,146416.0,0.0,11.65,40.51,757.6258,
2022-01-10 01:29:00,146417.0,0.0,11.64,40.5,757.6134,
2022-01-10 01:30:00,146418.0,0.0,11.6,40.65,757.6063,
2022-01-10 01:31:00,146419.0,0.0,11.62,40.59,757.5882,
2022-01-10 01:32:00,146420.0,0.0,11.6,40.65,757.5945,
2022-01-10 01:33:00,146421.0,0.0,11.57,40.81,757.5935,
2022-01-10 01:34:00,146422.0,0.0,11.56,40.88,757.5871,
2022-01-10 01:35:00,146423.0,0.0,11.57,40.77,757.5784,
2022-01-10 01:36:00,146424.0,0.0,11.61,40.67,757.5782,
2022-01-10 01:37:00,146425.0,0.0,11.55,40.95,757.574,
2022-01-10 01:38:00,146426.0,0.0,11.51,41.21,757.5562,
2022-01-10 01:39:00,146427.0,0.0,11.46,41.29,757.551,
2022-01-10 01:40:00,146428.0,0.0,11.45,41.34,757.5275,
2022-01-10 01:41:00,146429.0,0.0,11.47,41.28,757.5038,
2022-01-10 01:42:00,146430.0,0.0,11.5,41.24,757.4925,
2022-01-10 01:43:00,146431.0,0.0,11.48,41.32,757.4763,
2022-01-10 01:44:00,146432.0,0.0,11.45,41.49,757.4542,
2022-01-10 01:45:00,146433.0,0.0,11.46,41.49,757.445,
2022-01-10 01:46:00,146434.0,0.0,11.46,41.48,757.4304,
2022-01-10 01:47:00,146435.0,0.0,11.48,41.54,757.4432,
2022-01-10 01:48:00,146436.0,0.0,11.46,41.58,757.4502,
2022-01-10 01:49:00,146437.0,0.0,11.48,41.58,757.4642,
2022-01-10 01:50:00,146438.0,0.0,11.53,41.45,757.4594,
2022-01-10 01:51:00,146439.0,0.0,11.54,41.38,757.4506,
2022-01-10 01:52:00,146440.0,0.0,11.52,41.37,757.4386,
2022-01-10 01:53:00,146441.0,0.0,11.48,41.5,757.4408,
2022-01-10 01:54:00,146442.0,0.0,11.45,41.62,757.4407,
2022-01-10 01:55:00,146443.0,0.0,11.43,41.67,757.4466,
2022-01-10 01:56:00,146444.0,0.0,11.43,41.7,757.4453,
2022-01-10 01:57:00,146445.0,0.0,11.39,41.75,757.4422,
2022-01-10 01:58:00,146446.0,0.0,11.34,41.96,757.4455,
2022-01-10 01:59:00,146447.0,0.0,11.32,41.94,757.441,
2022-01-10 02:00:00,146448.0,0.0,11.3,42.11,757.4422,
2022-01-10 02:01:00,146449.0,0.0,11.26,42.24,757.4417,
2022-01-10 02:02:00,146450.0,0.0,11.28,42.32,757.4483,
2022-01-10 02:03:00,146451.0,0.0,11.33,42.16,757.4514,
2022-01-10 02:04:00,146452.0,0.0,11.44,41.74,757.4527,
2022-01-10 02:05:00,146453.0,0.0,11.54,41.35,757.447,
2022-01-10 02:06:00,146454.0,0.0,11.51,41.44,757.4373,
2022-01-10 02:07:00,146455.0,0.0,11.4,41.68,757.4317,
2022-01-10 02:08:00,146456.0,0.0,11.31,42.02,757.4283,
2022-01-10 02:09:00,146457.0,0.0,11.26,42.47,757.4171,
2022-01-10 02:10:00,146458.0,0.0,11.28,42.25,757.4076,
2022-01-10 02:11:00,146459.0,0.0,11.21,42.52,757.3954,
2022-01-10 02:12:00,146460.0,0.0,11.12,42.82,757.3892,
2022-01-10 02:13:00,146461.0,0.0,11.05,43.09,757.391,
2022-01-10 02:14:00,146462.0,0.0,11.02,43.26,757.3858,
2022-01-10 02:15:00,146463.0,0.0,11.0,43.42,757.3764,
2022-01-10 02:16:00,146464.0,0.0,11.0,43.54,757.3714,
2022-01-10 02:17:00,146465.0,0.0,10.99,43.62,757.3714,
2022-01-10 02:18:00,146466.0,0.0,10.96,43.61,757.3591,
2022-01-10 02:19:00,146467.0,0.0,10.92,43.67,757.3601,
2022-01-10 02:20:00,146468.0,0.0,10.86,43.72,757.3454,
2022-01-10 02:21:00,146469.0,0.0,10.81,44.13,757.3382,
2022-01-10 02:22:00,146470.0,0.0,10.79,44.27,757.3248,
2022-01-10 02:23:00,146471.0,0.0,10.78,44.34,757.3179,
2022-01-10 02:24:00,146472.0,0.0,10.81,44.42,757.3284,
2022-01-10 02:25:00,146473.0,0.0,10.79,44.41,757.3246,
2022-01-10 02:26:00,146474.0,0.0,10.78,44.35,757.3135,
2022-01-10 02:27:00,146475.0,0.0,10.81,44.37,757.3014,
2022-01-10 02:28:00,146476.0,0.0,10.8,44.45,757.3007,
2022-01-10 02:29:00,146477.0,0.0,10.81,44.47,757.3168,
2022-01-10 02:30:00,146478.0,0.0,10.79,44.56,757.3333,
2022-01-10 02:31:00,146479.0,0.0,10.81,44.8,757.3289,
2022-01-10 02:32:00,146480.0,0.0,10.86,44.78,757.3388,
2022-01-10 02:33:00,146481.0,0.0,10.87,44.78,757.3318,
2022-01-10 02:34:00,146482.0,0.0,10.86,44.77,757.3331,
2022-01-10 02:35:00,146483.0,0.0,10.83,44.76,757.336,
2022-01-10 02:36:00,146484.0,0.0,10.81,44.88,757.3349,
2022-01-10 02:37:00,146485.0,0.0,10.78,45.03,757.3321,
2022-01-10 02:38:00,146486.0,0.0,10.79,45.36,757.3372,
2022-01-10 02:39:00,146487.0,0.0,10.8,45.54,757.3414,
2022-01-10 02:40:00,146488.0,0.0,10.8,45.71,757.3331,
2022-01-10 02:41:00,146489.0,0.0,10.78,45.81,757.3201,
2022-01-10 02:42:00,146490.0,0.0,10.76,46.12,757.3125,
2022-01-10 02:43:00,146491.0,0.0,10.79,46.52,757.3088,
2022-01-10 02:44:00,146492.0,0.0,10.81,46.75,757.2986,
2022-01-10 02:45:00,146493.0,0.0,10.82,46.91,757.3038,
2022-01-10 02:46:00,146494.0,0.0,10.81,47.01,757.3002,
2022-01-10 02:47:00,146495.0,0.0,10.78,47.14,757.3001,
2022-01-10 02:48:00,146496.0,0.0,10.77,47.38,757.3045,
2022-01-10 02:49:00,146497.0,0.0,10.76,47.67,757.3104,
2022-01-10 02:50:00,146498.0,0.0,10.73,47.86,757.3022,
2022-01-10 02:51:00,146499.0,0.0,10.74,48.28,757.2998,
2022-01-10 02:52:00,146500.0,0.0,10.74,48.47,757.3115,
2022-01-10 02:53:00,146501.0,0.0,10.69,48.29,757.3226,
2022-01-10 02:54:00,146502.0,0.0,10.63,48.31,757.325,
2022-01-10 02:55:00,146503.0,0.0,10.57,48.52,757.3166,
2022-01-10 02:56:00,146504.0,0.0,10.53,48.86,757.322,
2022-01-10 02:57:00,146505.0,0.0,10.54,49.1,757.3225,
2022-01-10 02:58:00,146506.0,0.0,10.55,49.11,757.3226,
2022-01-10 02:59:00,146507.0,0.0,10.56,49.29,757.3251,
2022-01-10 03:00:00,146508.0,0.0,10.56,49.37,757.3123,
2022-01-10 03:01:00,146509.0,0.0,10.51,49.43,757.2959,
2022-01-10 03:02:00,146510.0,0.0,10.49,49.96,757.2909,
2022-01-10 03:03:00,146511.0,0.0,10.51,50.18,757.2862,
2022-01-10 03:04:00,146512.0,0.0,10.5,50.16,757.2895,
2022-01-10 03:05:00,146513.0,0.0,10.48,50.17,757.3004,
2022-01-10 03:06:00,146514.0,0.0,10.46,50.14,757.3127,
2022-01-10 03:07:00,146515.0,0.0,10.44,50.1,757.3304,
2022-01-10 03:08:00,146516.0,0.0,10.4,50.08,757.3484,
2022-01-10 03:09:00,146517.0,0.0,10.38,50.26,757.3635,
2022-01-10 03:10:00,146518.0,0.0,10.39,50.41,757.3578,
2022-01-10 03:11:00,146519.0,0.0,10.41,50.43,757.3585,
2022-01-10 03:12:00,146520.0,0.0,10.39,50.38,757.3618,
2022-01-10 03:13:00,146521.0,0.0,10.36,50.45,757.3683,
2022-01-10 03:14:00,146522.0,0.0,10.26,50.64,757.369,
2022-01-10 03:15:00,146523.0,0.0,10.2,50.89,757.3799,
2022-01-10 03:16:00,146524.0,0.0,10.22,51.18,757.3791,
2022-01-10 03:17:00,146525.0,0.0,10.27,51.15,757.3769,
2022-01-10 03:18:00,146526.0,0.0,10.33,51.2,757.3603,
2022-01-10 03:19:00,146527.0,0.0,10.41,51.11,757.3599,
2022-01-10 03:20:00,146528.0,0.0,10.44,50.99,757.3605,
2022-01-10 03:21:00,146529.0,0.0,10.36,50.94,757.3514,
2022-01-10 03:22:00,146530.0,0.0,10.32,51.12,757.3466,
2022-01-10 03:23:00,146531.0,0.0,10.27,51.18,757.3534,
2022-01-10 03:24:00,146532.0,0.0,10.21,51.42,757.3682,
2022-01-10 03:25:00,146533.0,0.0,10.16,51.76,757.373,
2022-01-10 03:26:00,146534.0,0.0,10.09,52.02,757.3897,
2022-01-10 03:27:00,146535.0,0.0,10.06,52.44,757.4062,
2022-01-10 03:28:00,146536.0,0.0,10.04,52.68,757.4128,
2022-01-10 03:29:00,146537.0,0.0,10.02,52.88,757.4298,
2022-01-10 03:30:00,146538.0,0.0,10.02,53.3,757.419,
2022-01-10 03:31:00,146539.0,0.0,10.07,53.91,757.4162,
2022-01-10 03:32:00,146540.0,0.0,10.03,53.73,757.4123,
2022-01-10 03:33:00,146541.0,0.0,10.03,54.22,757.3912,
2022-01-10 03:34:00,146542.0,0.0,10.1,54.47,757.3698,
2022-01-10 03:35:00,146543.0,0.0,9.97,54.16,757.3584,
2022-01-10 03:36:00,146544.0,0.0,9.91,54.3,757.3552,
2022-01-10 03:37:00,146545.0,0.0,9.86,54.38,757.3538,
2022-01-10 03:38:00,146546.0,0.0,9.83,54.54,757.3582,
2022-01-10 03:39:00,146547.0,0.0,9.83,54.79,757.3682,
2022-01-10 03:40:00,146548.0,0.0,9.81,55.06,757.3744,
2022-01-10 03:41:00,146549.0,0.0,9.84,55.37,757.375,
2022-01-10 03:42:00,146550.0,0.0,9.87,55.74,757.3874,
2022-01-10 03:43:00,146551.0,0.0,9.85,55.55,757.3926,
2022-01-10 03:44:00,146552.0,0.0,9.82,55.58,757.3961,
2022-01-10 03:45:00,146553.0,0.0,9.87,56.58,757.3934,
2022-01-10 03:46:00,146554.0,0.0,9.91,56.81,757.4089,
2022-01-10 03:47:00,146555.0,0.0,9.87,56.73,757.4362,
2022-01-10 03:48:00,146556.0,0.0,9.83,56.64,757.4603,
2022-01-10 03:49:00,146557.0,0.0,9.78,56.54,757.4926,
2022-01-10 03:50:00,146558.0,0.0,9.75,56.56,757.5127,
2022-01-10 03:51:00,146559.0,0.0,9.71,56.58,757.5237,
2022-01-10 03:52:00,146560.0,0.0,9.69,56.79,757.5339,
2022-01-10 03:53:00,146561.0,0.0,9.72,57.69,757.5341,
2022-01-10 03:54:00,146562.0,0.0,9.72,58.22,757.5214,
2022-01-10 03:55:00,146563.0,0.0,9.67,58.35,757.4989,
2022-01-10 03:56:00,146564.0,0.0,9.57,58.41,757.4704,
2022-01-10 03:57:00,146565.0,0.0,9.52,58.64,757.449,
2022-01-10 03:58:00,146566.0,0.0,9.52,58.86,757.4376,
2022-01-10 03:59:00,146567.0,0.0,9.48,59.14,757.4482,
2022-01-10 04:00:00,146568.0,0.0,9.41,59.6,757.4467,
2022-01-10 04:01:00,146569.0,0.0,9.36,59.94,757.4455,
2022-01-10 04:02:00,146570.0,0.0,9.32,60.01,757.4518,
2022-01-10 04:03:00,146571.0,0.0,9.28,60.16,757.4528,
2022-01-10 04:04:00,146572.0,0.0,9.25,60.53,757.4511,
2022-01-10 04:05:00,146573.0,0.0,9.21,60.86,757.4534,
2022-01-10 04:06:00,146574.0,0.0,9.25,61.19,757.467,
2022-01-10 04:07:00,146575.0,0.0,9.25,61.48,757.4857,
2022-01-10 04:08:00,146576.0,0.0,9.2,61.66,757.5096,
2022-01-10 04:09:00,146577.0,0.0,9.18,62.17,757.5304,
2022-01-10 04:10:00,146578.0,0.0,9.13,62.58,757.5496,
2022-01-10 04:11:00,146579.0,0.0,9.1,63.45,757.5702,
2022-01-10 04:12:00,146580.0,0.0,9.09,64.05,757.5992,
2022-01-10 04:13:00,146581.0,0.0,9.1,64.61,757.6198,
2022-01-10 04:14:00,146582.0,0.0,9.1,64.82,757.6327,
2022-01-10 04:15:00,146583.0,0.0,9.08,65.09,757.6354,
2022-01-10 04:16:00,146584.0,0.0,9.05,65.35,757.6321,
2022-01-10 04:17:00,146585.0,0.0,9.02,65.39,757.6423,
2022-01-10 04:18:00,146586.0,0.0,8.99,65.66,757.6475,
2022-01-10 04:19:00,146587.0,0.0,8.98,65.92,757.6515,
2022-01-10 04:20:00,146588.0,0.0,8.98,66.02,757.6529,
2022-01-10 04:21:00,146589.0,0.0,8.95,66.04,757.6618,
2022-01-10 04:22:00,146590.0,0.0,8.94,66.18,757.6773,
2022-01-10 04:23:00,146591.0,0.0,8.96,66.73,757.6941,
2022-01-10 04:24:00,146592.0,0.0,8.94,66.77,757.7074,
2022-01-10 04:25:00,146593.0,0.0,8.94,66.99,757.7192,
2022-01-10 04:26:00,146594.0,0.0,8.94,67.12,757.7292,
2022-01-10 04:27:00,146595.0,0.0,8.98,67.57,757.736,
2022-01-10 04:28:00,146596.0,0.0,9.0,67.94,757.7685,
2022-01-10 04:29:00,146597.0,0.0,9.0,68.63,757.7912,
2022-01-10 04:30:00,146598.0,0.0,8.97,68.87,757.811,
2022-01-10 04:31:00,146599.0,0.0,8.94,69.32,757.8022,
2022-01-10 04:32:00,146600.0,0.0,8.9,69.66,757.8053,
2022-01-10 04:33:00,146601.0,0.0,8.86,70.07,757.8153,
2022-01-10 04:34:00,146602.0,0.0,8.84,70.41,757.8238,
2022-01-10 04:35:00,146603.0,0.0,8.82,70.6,757.8373,
2022-01-10 04:36:00,146604.0,0.0,8.8,70.64,757.8512,
2022-01-10 04:37:00,146605.0,0.0,8.79,70.72,757.8675,
2022-01-10 04:38:00,146606.0,0.0,8.8,71.28,757.8651,
2022-01-10 04:39:00,146607.0,0.0,8.78,71.61,757.8768,
2022-01-10 04:40:00,146608.0,0.0,8.78,71.65,757.8794,
2022-01-10 04:41:00,146609.0,0.0,8.75,71.61,757.8702,
2022-01-10 04:42:00,146610.0,0.0,8.73,71.66,757.8751,
2022-01-10 04:43:00,146611.0,0.0,8.71,71.73,757.8781,
2022-01-10 04:44:00,146612.0,0.0,8.7,71.84,757.8829,
2022-01-10 04:45:00,146613.0,0.0,8.68,72.14,757.893,
2022-01-10 04:46:00,146614.0,0.0,8.69,72.3,757.9062,
2022-01-10 04:47:00,146615.0,0.0,8.67,72.4,757.9078,
2022-01-10 04:48:00,146616.0,0.0,8.65,72.54,757.9213,
2022-01-10 04:49:00,146617.0,0.0,8.65,72.65,757.9332,
2022-01-10 04:50:00,146618.0,0.0,8.62,72.84,757.9275,
2022-01-10 04:51:00,146619.0,0.0,8.58,72.94,757.9203,
2022-01-10 04:52:00,146620.0,0.0,8.56,73.08,757.912,
2022-01-10 04:53:00,146621.0,0.0,8.58,73.16,757.9161,
2022-01-10 04:54:00,146622.0,0.0,8.6,73.46,757.9321,
2022-01-10 04:55:00,146623.0,0.0,8.61,73.74,757.9442,
2022-01-10 04:56:00,146624.0,0.0,8.6,73.91,757.9584,
2022-01-10 04:57:00,146625.0,0.0,8.59,73.93,757.9802,
2022-01-10 04:58:00,146626.0,0.0,8.59,73.99,757.9924,
2022-01-10 04:59:00,146627.0,0.0,8.6,74.28,758.0178,
2022-01-10 05:00:00,146628.0,0.0,8.6,74.4,758.0263,
2022-01-10 05:01:00,146629.0,0.0,8.64,74.36,758.0141,
2022-01-10 05:02:00,146630.0,0.0,8.62,74.31,758.0118,
2022-01-10 05:03:00,146631.0,0.0,8.62,74.49,757.9954,
2022-01-10 05:04:00,146632.0,0.0,8.65,74.69,757.9787,
2022-01-10 05:05:00,146633.0,0.0,8.64,74.83,757.963,
2022-01-10 05:06:00,146634.0,0.0,8.62,75.11,757.961,
2022-01-10 05:07:00,146635.0,0.0,8.6,75.36,757.9574,
2022-01-10 05:08:00,146636.0,0.0,8.58,75.54,757.9522,
2022-01-10 05:09:00,146637.0,0.0,8.64,75.71,757.9532,
2022-01-10 05:10:00,146638.0,0.0,8.62,75.68,757.9533,
2022-01-10 05:11:00,146639.0,0.0,8.59,75.83,757.9591,
2022-01-10 05:12:00,146640.0,0.0,8.59,76.13,757.9752,
2022-01-10 05:13:00,146641.0,0.0,8.6,76.33,757.9943,
2022-01-10 05:14:00,146642.0,0.0,8.59,76.46,758.0097,
2022-01-10 05:15:00,146643.0,0.0,8.57,76.62,758.0213,
2022-01-10 05:16:00,146644.0,0.0,8.58,76.7,758.0285,
2022-01-10 05:17:00,146645.0,0.0,8.64,76.81,758.0255,
2022-01-10 05:18:00,146646.0,0.0,8.7,76.69,758.0339,
2022-01-10 05:19:00,146647.0,0.0,8.7,76.74,758.0305,
2022-01-10 05:20:00,146648.0,0.0,8.69,76.89,758.0424,
2022-01-10 05:21:00,146649.0,0.0,8.71,76.89,758.0433,
2022-01-10 05:22:00,146650.0,0.0,8.71,76.76,758.0482,
2022-01-10 05:23:00,146651.0,0.0,8.68,76.59,758.0638,
2022-01-10 05:24:00,146652.0,0.0,8.66,76.51,758.083,
2022-01-10 05:25:00,146653.0,0.0,8.63,76.46,758.098,
2022-01-10 05:26:00,146654.0,0.0,8.66,76.49,758.1162,
2022-01-10 05:27:00,146655.0,0.0,8.71,76.44,758.1246,
2022-01-10 05:28:00,146656.0,0.0,8.7,76.32,758.1297,
2022-01-10 05:29:00,146657.0,0.0,8.73,76.39,758.141,
2022-01-10 05:30:00,146658.0,0.0,8.74,76.52,758.1283,
2022-01-10 05:31:00,146659.0,0.0,8.71,76.5,758.1069,
2022-01-10 05:32:00,146660.0,0.0,8.74,76.83,758.0852,
2022-01-10 05:33:00,146661.0,0.0,8.78,77.05,758.0568,
2022-01-10 05:34:00,146662.0,0.0,8.8,77.08,758.037,
2022-01-10 05:35:00,146663.0,0.0,8.83,77.08,758.0251,
2022-01-10 05:36:00,146664.0,0.0,8.82,77.09,758.0264,
2022-01-10 05:37:00,146665.0,0.0,8.79,77.21,758.0397,
2022-01-10 05:38:00,146666.0,0.0,8.79,77.33,758.0631,
2022-01-10 05:39:00,146667.0,0.0,8.84,77.35,758.0858,
2022-01-10 05:40:00,146668.0,0.0,8.86,77.13,758.0908,
2022-01-10 05:41:00,146669.0,0.0,8.84,77.02,758.0828,
2022-01-10 05:42:00,146670.0,0.0,8.85,76.96,758.0815,
2022-01-10 05:43:00,146671.0,0.0,8.86,76.87,758.0842,
2022-01-10 05:44:00,146672.0,0.0,8.86,76.85,758.087,
2022-01-10 05:45:00,146673.0,0.0,8.87,76.98,758.0976,
2022-01-10 05:46:00,146674.0,0.0,8.87,76.93,758.1042,
2022-01-10 05:47:00,146675.0,0.0,8.87,77.02,758.1057,
2022-01-10 05:48:00,146676.0,0.0,8.87,76.95,758.1101,
2022-01-10 05:49:00,146677.0,0.0,8.84,77.14,758.125,
2022-01-10 05:50:00,146678.0,0.0,8.83,77.45,758.1266,
2022-01-10 05:51:00,146679.0,0.0,8.82,77.48,758.1103,
2022-01-10 05:52:00,146680.0,0.0,8.81,77.52,758.1092,
2022-01-10 05:53:00,146681.0,0.0,8.82,77.57,758.1061,
2022-01-10 05:54:00,146682.0,0.0,8.83,77.77,758.1003,
2022-01-10 05:55:00,146683.0,0.0,8.83,77.95,758.107,
2022-01-10 05:56:00,146684.0,0.0,8.84,78.06,758.1104,
2022-01-10 05:57:00,146685.0,0.0,8.84,78.12,758.1093,
2022-01-10 05:58:00,146686.0,0.0,8.84,78.18,758.0994,
2022-01-10 05:59:00,146687.0,0.0,8.86,78.13,758.0918,
2022-01-10 06:00:00,146688.0,0.0,8.85,77.96,758.0789,
2022-01-10 06:01:00,146689.0,0.0,8.84,77.87,758.0632,
2022-01-10 06:02:00,146690.0,0.0,8.82,77.89,758.0596,
2022-01-10 06:03:00,146691.0,0.0,8.82,78.02,758.056,
2022-01-10 06:04:00,146692.0,0.0,8.83,78.07,758.057,
2022-01-10 06:05:00,146693.0,0.0,8.87,78.04,758.0615,
2022-01-10 06:06:00,146694.0,0.0,8.91,77.91,758.0611,
2022-01-10 06:07:00,146695.0,0.0,8.95,77.84,758.0611,
2022-01-10 06:08:00,146696.0,0.0,8.97,77.65,758.0666,
2022-01-10 06:09:00,146697.0,0.0,8.99,77.58,758.0745,
2022-01-10 06:10:00,146698.0,0.0,9.0,77.62,758.0768,
2022-01-10 06:11:00,146699.0,0.0,9.05,77.72,758.0729,
2022-01-10 06:12:00,146700.0,0.0,9.02,77.42,758.078,
2022-01-10 06:13:00,146701.0,0.0,8.98,77.56,758.0809,
2022-01-10 06:14:00,146702.0,0.0,8.98,77.58,758.0944,
2022-01-10 06:15:00,146703.0,0.0,8.94,77.73,758.107,
2022-01-10 06:16:00,146704.0,0.0,8.92,78.05,758.1056,
2022-01-10 06:17:00,146705.0,0.0,8.91,78.25,758.0928,
2022-01-10 06:18:00,146706.0,0.0,8.89,78.51,758.0695,
2022-01-10 06:19:00,146707.0,0.0,8.87,78.75,758.0541,
2022-01-10 06:20:00,146708.0,0.0,8.84,78.88,758.0413,
2022-01-10 06:21:00,146709.0,0.0,8.83,78.94,758.0372,
2022-01-10 06:22:00,146710.0,0.0,8.82,79.11,758.0558,
2022-01-10 06:23:00,146711.0,0.0,8.84,79.17,758.0744,
2022-01-10 06:24:00,146712.0,0.0,8.86,79.2,758.0918,
2022-01-10 06:25:00,146713.0,0.0,8.86,79.25,758.105,
2022-01-10 06:26:00,146714.0,0.0,8.88,79.32,758.1213,
2022-01-10 06:27:00,146715.0,0.0,8.87,79.43,758.1382,
