"TOA5","8543","CR1000X","8543","CR1000X.Std.05.01","CPU:Est_meteo1.CR1X","5308","Gases"
"TIMESTAMP","RECORD","NO2","SO2","CO","O3","T_air","P_atm_q","H_R"
"TS","RN","ppm","ppm","ppm","ppm","Deg C","mbar","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-02 00:00:00",134808,"0.011","0.112","0.296","0.051","13.7","766.7","43.5"
"2022-01-02 00:01:00",134809,"0.011","0.112","0.290","0.052","13.6","766.5","43.6"
"2022-01-02 00:02:00",134810,"0.011","0.112","0.284","0.052","13.6","766.7","43.5"
"2022-01-02 00:03:00",134811,"0.011","0.112","0.279","0.052","13.5","766.7","43.7"
"2022-01-02 00:04:00",134812,"0.011","0.112","0.274","0.052","13.5","766.7","43.8"
"2022-01-02 00:05:00",134813,"0.012","0.111","0.267","0.052","13.6","766.7","44.0"
"2022-01-02 00:06:00",134814,"0.012","0.111","0.264","0.051","13.6","766.7","44.1"
"2022-01-02 00:07:00",134815,"0.012","0.111","0.263","0.051","13.5","766.7","44.1"
"2022-01-02 00:08:00",134816,"0.011","0.110","0.260","0.051","13.5","766.7","44.0"
"2022-01-02 00:09:00",134817,"0.011","0.110","0.257","0.052","13.4","766.7","44.1"
"2022-01-02 00:10:00",134818,"0.012","0.110","0.256","0.052","13.4","766.7","44.2"
"2022-01-02 00:11:00",134819,"0.011","0.110","0.255","0.051","13.5","766.6","44.2"
"2022-01-02 00:12:00",134820,"0.011","0.110","0.254","0.052","13.4","766.7","44.3"
"2022-01-02 00:13:00",134821,"0.011","0.110","0.252","0.052","13.4","766.7","44.3"
"2022-01-02 00:14:00",134822,"0.011","0.110","0.252","0.052","13.4","766.7","44.3"
"2022-01-02 00:15:00",134823,"0.011","0.110","0.251","0.052","13.3","766.7","44.6"
"2022-01-02 00:16:00",134824,"0.011","0.111","0.251","0.053","13.3","766.7","44.7"
"2022-01-02 00:17:00",134825,"0.011","0.110","0.250","0.052","13.2","766.7","44.9"
"2022-01-02 00:18:00",134826,"0.011","0.110","0.248","0.052","13.2","766.7","44.9"
"2022-01-02 00:19:00",134827,"0.011","0.110","0.247","0.050","13.2","766.7","45.1"
"2022-01-02 00:20:00",134828,"0.011","0.110","0.247","0.050","13.2","766.7","45.1"
"2022-01-02 00:21:00",134829,"0.011","0.110","0.246","0.050","13.2","766.6","45.1"
"2022-01-02 00:22:00",134830,"0.011","0.110","0.245","0.050","13.2","766.7","45.0"
"2022-01-02 00:23:00",134831,"0.011","0.110","0.243","0.050","13.2","766.7","45.0"
"2022-01-02 00:24:00",134832,"0.011","0.109","0.241","0.050","13.2","766.7","45.0"
"2022-01-02 00:25:00",134833,"0.010","0.109","0.239","0.052","13.2","766.7","44.9"
"2022-01-02 00:26:00",134834,"0.010","0.109","0.236","0.053","13.2","766.7","44.9"
"2022-01-02 00:27:00",134835,"0.010","0.109","0.233","0.053","13.2","766.7","44.8"
"2022-01-02 00:28:00",134836,"0.010","0.109","0.228","0.052","13.3","766.7","44.7"
"2022-01-02 00:29:00",134837,"0.010","0.109","0.225","0.052","13.3","766.7","44.7"
"2022-01-02 00:30:00",134838,"0.010","0.109","0.221","0.052","13.2","766.7","44.7"
"2022-01-02 00:31:00",134839,"0.010","0.109","0.218","0.052","13.2","766.6","44.9"
"2022-01-02 00:32:00",134840,"0.011","0.108","0.215","0.050","13.1","766.7","45.1"
"2022-01-02 00:33:00",134841,"0.010","0.108","0.212","0.050","13.0","766.7","45.3"
"2022-01-02 00:34:00",134842,"0.010","0.108","0.210","0.051","13.2","766.7","45.2"
"2022-01-02 00:35:00",134843,"0.010","0.108","0.208","0.051","13.2","766.7","45.1"
"2022-01-02 00:36:00",134844,"0.010","0.108","0.207","0.051","13.0","766.7","45.3"
"2022-01-02 00:37:00",134845,"0.010","0.108","0.206","0.051","13.0","766.7","45.5"
"2022-01-02 00:38:00",134846,"0.010","0.108","0.206","0.051","13.0","766.7","45.6"
"2022-01-02 00:39:00",134847,"0.010","0.108","0.205","0.051","13.0","766.7","45.6"
"2022-01-02 00:40:00",134848,"0.010","0.108","0.203","0.051","13.1","766.7","45.5"
"2022-01-02 00:41:00",134849,"0.010","0.108","0.202","0.051","13.1","766.6","45.3"
"2022-01-02 00:42:00",134850,"0.010","0.107","0.200","0.052","13.1","766.7","45.2"
"2022-01-02 00:43:00",134851,"0.010","0.108","0.199","0.052","13.1","766.7","45.1"
"2022-01-02 00:44:00",134852,"0.010","0.107","0.197","0.052","13.1","766.7","45.1"
"2022-01-02 00:45:00",134853,"0.009","0.108","0.195","0.052","13.0","766.7","45.2"
"2022-01-02 00:46:00",134854,"0.009","0.108","0.192","0.053","13.0","766.7","45.4"
"2022-01-02 00:47:00",134855,"0.010","0.108","0.191","0.053","12.9","766.7","45.6"
"2022-01-02 00:48:00",134856,"0.010","0.108","0.190","0.053","13.0","766.7","45.6"
"2022-01-02 00:49:00",134857,"0.010","0.108","0.190","0.053","13.0","766.7","45.6"
"2022-01-02 00:50:00",134858,"0.010","0.108","0.190","0.053","12.9","766.7","45.8"
"2022-01-02 00:51:00",134859,"0.010","0.108","0.190","0.053","13.0","766.5","45.7"
"2022-01-02 00:52:00",134860,"0.010","0.108","0.190","0.052","13.0","766.6","45.7"
"2022-01-02 00:53:00",134861,"0.010","0.108","0.188","0.052","13.0","766.6","45.7"
"2022-01-02 00:54:00",134862,"0.010","0.109","0.186","0.052","12.9","766.6","45.8"
"2022-01-02 00:55:00",134863,"0.010","0.108","0.184","0.052","12.9","766.6","45.8"
"2022-01-02 00:56:00",134864,"0.010","0.108","0.184","0.052","12.9","766.6","45.7"
"2022-01-02 00:57:00",134865,"0.010","0.108","0.184","0.052","12.9","766.6","45.6"
"2022-01-02 00:58:00",134866,"0.010","0.108","0.186","0.052","12.9","766.6","45.6"
"2022-01-02 00:59:00",134867,"0.010","0.108","0.187","0.052","12.9","766.6","45.6"
"2022-01-02 01:00:00",134868,"0.010","0.108","0.188","0.052","12.9","766.6","45.5"
"2022-01-02 01:01:00",134869,"0.010","0.108","0.190","0.052","13.0","766.5","45.3"
"2022-01-02 01:02:00",134870,"0.010","0.108","0.191","0.052","13.0","766.6","45.3"
"2022-01-02 01:03:00",134871,"0.010","0.108","0.192","0.052","12.9","766.6","45.3"
"2022-01-02 01:04:00",134872,"0.010","0.108","0.193","0.052","12.9","766.6","45.3"
"2022-01-02 01:05:00",134873,"0.010","0.108","0.193","0.052","12.9","766.5","45.4"
"2022-01-02 01:06:00",134874,"0.009","0.108","0.192","0.052","12.9","766.5","45.4"
"2022-01-02 01:07:00",134875,"0.009","0.108","0.191","0.053","12.8","766.5","45.7"
"2022-01-02 01:08:00",134876,"0.009","0.108","0.189","0.053","12.9","766.5","45.7"
"2022-01-02 01:09:00",134877,"0.009","0.108","0.187","0.053","12.9","766.5","45.6"
"2022-01-02 01:10:00",134878,"0.008","0.108","0.185","0.053","13.0","766.5","45.6"
"2022-01-02 01:11:00",134879,"0.009","0.108","0.182","0.054","13.0","766.4","45.4"
"2022-01-02 01:12:00",134880,"0.009","0.108","0.179","0.053","13.0","766.5","45.4"
"2022-01-02 01:13:00",134881,"0.009","0.108","0.177","0.053","12.9","766.5","45.5"
"2022-01-02 01:14:00",134882,"0.008","0.108","0.174","0.053","12.9","766.5","45.6"
"2022-01-02 01:15:00",134883,"0.008","0.108","0.172","0.054","12.9","766.5","45.4"
"2022-01-02 01:16:00",134884,"0.008","0.108","0.169","0.054","13.0","766.5","45.3"
"2022-01-02 01:17:00",134885,"0.008","0.108","0.167","0.054","13.0","766.5","45.1"
"2022-01-02 01:18:00",134886,"0.008","0.108","0.164","0.054","13.0","766.5","45.0"
"2022-01-02 01:19:00",134887,"0.008","0.108","0.162","0.057","13.0","766.5","44.9"
"2022-01-02 01:20:00",134888,"0.008","0.107","0.161","0.057","13.0","766.5","44.9"
"2022-01-02 01:21:00",134889,"0.008","0.107","0.160","0.054","12.9","766.3","45.0"
"2022-01-02 01:22:00",134890,"0.008","0.107","0.159","0.053","12.8","766.4","45.2"
"2022-01-02 01:23:00",134891,"0.008","0.107","0.158","0.054","12.8","766.4","45.4"
"2022-01-02 01:24:00",134892,"0.008","0.107","0.157","0.054","12.8","766.4","45.4"
"2022-01-02 01:25:00",134893,"0.008","0.107","0.156","0.054","12.8","766.4","45.6"
"2022-01-02 01:26:00",134894,"0.008","0.107","0.156","0.055","12.8","766.4","45.6"
"2022-01-02 01:27:00",134895,"0.008","0.108","0.156","0.055","12.8","766.4","45.6"
"2022-01-02 01:28:00",134896,"0.008","0.108","0.155","0.055","12.7","766.4","45.7"
"2022-01-02 01:29:00",134897,"0.007","0.108","0.154","0.055","12.8","766.4","45.7"
"2022-01-02 01:30:00",134898,"0.007","0.108","0.154","0.056","12.8","766.4","45.7"
"2022-01-02 01:31:00",134899,"0.007","0.108","0.152","0.056","12.8","766.4","45.6"
"2022-01-02 01:32:00",134900,"0.007","0.108","0.149","0.056","12.8","766.4","45.4"
"2022-01-02 01:33:00",134901,"0.007","0.108","0.146","0.056","12.8","766.4","45.2"
"2022-01-02 01:34:00",134902,"0.007","0.108","0.141","0.055","12.8","766.4","45.1"
"2022-01-02 01:35:00",134903,"0.006","0.108","0.138","0.059","12.9","766.4","44.9"
"2022-01-02 01:36:00",134904,"0.006","0.107","0.134","0.060","13.0","766.4","44.5"
"2022-01-02 01:37:00",134905,"0.005","0.106","0.131","0.060","12.9","766.4","44.5"
"2022-01-02 01:38:00",134906,"0.005","0.107","0.128","0.061","12.8","766.4","44.6"
"2022-01-02 01:39:00",134907,"0.005","0.107","0.125","0.060","12.9","766.4","44.5"
"2022-01-02 01:40:00",134908,"0.005","0.107","0.123","0.060","12.9","766.4","44.4"
"2022-01-02 01:41:00",134909,"0.005","0.106","0.120","0.060","12.8","766.2","44.5"
"2022-01-02 01:42:00",134910,"0.005","0.106","0.118","0.060","12.9","766.4","44.4"
"2022-01-02 01:43:00",134911,"0.005","0.106","0.115","0.060","12.8","766.4","44.3"
"2022-01-02 01:44:00",134912,"0.005","0.106","0.113","0.060","12.9","766.3","44.2"
"2022-01-02 01:45:00",134913,"0.005","0.106","0.112","0.060","12.8","766.3","44.2"
"2022-01-02 01:46:00",134914,"0.005","0.105","0.112","0.060","12.9","766.3","44.2"
"2022-01-02 01:47:00",134915,"0.005","0.105","0.111","0.061","12.8","766.3","44.2"
"2022-01-02 01:48:00",134916,"0.005","0.105","0.110","0.061","12.8","766.3","44.3"
"2022-01-02 01:49:00",134917,"0.005","0.106","0.109","0.061","12.9","766.3","44.1"
"2022-01-02 01:50:00",134918,"0.005","0.106","0.107","0.061","12.9","766.3","44.0"
"2022-01-02 01:51:00",134919,"0.005","0.106","0.107","0.061","13.0","766.2","43.8"
"2022-01-02 01:52:00",134920,"0.005","0.105","0.104","0.061","13.0","766.3","43.6"
"2022-01-02 01:53:00",134921,"0.005","0.105","0.101","0.062","12.9","766.3","43.5"
"2022-01-02 01:54:00",134922,"0.005","0.105","0.099","0.063","12.8","766.3","43.7"
"2022-01-02 01:55:00",134923,"0.004","0.105","0.098","0.063","12.8","766.3","43.7"
"2022-01-02 01:56:00",134924,"0.004","0.105","0.097","0.065","12.7","766.3","43.9"
"2022-01-02 01:57:00",134925,"0.004","0.105","0.094","0.065","12.6","766.3","44.3"
"2022-01-02 01:58:00",134926,"0.004","0.105","0.093","0.066","12.6","766.3","44.6"
"2022-01-02 01:59:00",134927,"0.004","0.106","0.091","0.066","12.5","766.2","44.8"
"2022-01-02 02:00:00",134928,"0.004","0.106","0.090","0.066","12.6","766.1","44.7"
"2022-01-02 02:01:00",134929,"0.004","0.106","0.090","0.066","12.7","766.1","44.4"
"2022-01-02 02:02:00",134930,"0.004","0.106","0.091","0.066","12.8","766.2","44.2"
"2022-01-02 02:03:00",134931,"0.003","0.106","0.094","0.067","12.8","766.2","43.9"
"2022-01-02 02:04:00",134932,"0.003","0.106","0.095","0.068","12.8","766.2","43.8"
"2022-01-02 02:05:00",134933,"0.003","0.106","0.094","0.068","12.8","766.2","43.5"
"2022-01-02 02:06:00",134934,"0.003","0.105","0.092","0.068","12.9","766.2","43.3"
"2022-01-02 02:07:00",134935,"0.002","0.105","0.089","0.068","12.8","766.2","43.2"
"2022-01-02 02:08:00",134936,"0.002","0.105","0.087","0.070","12.8","766.2","43.2"
"2022-01-02 02:09:00",134937,"0.002","0.105","0.086","0.070","12.7","766.2","43.3"
"2022-01-02 02:10:00",134938,"0.002","0.105","0.085","0.069","12.9","766.0","43.0"
"2022-01-02 02:11:00",134939,"0.003","0.105","0.084","0.069","12.8","766.1","43.2"
"2022-01-02 02:12:00",134940,"0.003","0.105","0.084","0.068","12.7","766.2","43.4"
"2022-01-02 02:13:00",134941,"0.003","0.105","0.085","0.068","12.6","766.1","43.7"
"2022-01-02 02:14:00",134942,"0.003","0.105","0.086","0.069","12.5","766.1","43.8"
"2022-01-02 02:15:00",134943,"0.002","0.105","0.086","0.069","12.6","766.1","43.9"
"2022-01-02 02:16:00",134944,"0.002","0.106","0.085","0.071","12.5","766.1","44.0"
"2022-01-02 02:17:00",134945,"0.002","0.105","0.085","0.071","12.5","766.1","44.0"
"2022-01-02 02:18:00",134946,"0.002","0.105","0.086","0.070","12.6","766.1","43.7"
"2022-01-02 02:19:00",134947,"0.002","0.105","0.085","0.070","12.7","766.0","43.4"
