"TOA5","8543","CR1000X","8543","CR1000X.Std.05.01","CPU:Est_meteo1.CR1X","5308","Gases"
"TIMESTAMP","RECORD","NO2","SO2","CO","O3","T_air","P_atm_q","H_R"
"TS","RN","ppm","ppm","ppm","ppm","Deg C","mbar","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-07 00:00:00",142008,"0.028","0.084","0.340","0.047","13.0","766.1","54.1"
"2022-01-07 00:01:00",142009,"0.028","0.084","0.332","0.047","13.1","766.0","53.9"
"2022-01-07 00:02:00",142010,"0.028","0.084","0.326","0.047","13.1","766.1","53.8"
"2022-01-07 00:03:00",142011,"0.028","0.084","0.321","0.048","13.1","766.1","53.7"
"2022-01-07 00:04:00",142012,"0.028","0.084","0.315","0.048","13.2","766.1","53.3"
"2022-01-07 00:05:00",142013,"0.028","0.084","0.306","0.048","13.2","766.2","53.0"
"2022-01-07 00:06:00",142014,"0.028","0.083","0.299","0.048","13.3","766.1","52.8"
"2022-01-07 00:07:00",142015,"0.028","0.083","0.289","0.048","13.3","766.1","52.6"
"2022-01-07 00:08:00",142016,"0.028","0.083","0.282","0.048","13.3","766.1","52.6"
"2022-01-07 00:09:00",142017,"0.028","0.082","0.275","0.048","13.3","766.1","52.6"
"2022-01-07 00:10:00",142018,"0.028","0.082","0.269","0.048","13.3","766.0","52.4"
"2022-01-07 00:11:00",142019,"0.028","0.082","0.264","0.048","13.3","766.2","52.6"
"2022-01-07 00:12:00",142020,"0.028","0.083","0.263","0.048","13.2","766.2","52.7"
"2022-01-07 00:13:00",142021,"0.028","0.083","0.265","0.048","13.2","766.2","52.9"
"2022-01-07 00:14:00",142022,"0.028","0.083","0.269","0.047","13.2","766.2","52.8"
"2022-01-07 00:15:00",142023,"0.028","0.083","0.271","0.047","13.2","766.2","53.0"
"2022-01-07 00:16:00",142024,"0.028","0.083","0.278","0.047","13.1","766.2","53.0"
"2022-01-07 00:17:00",142025,"0.028","0.083","0.285","0.047","13.1","766.2","53.4"
"2022-01-07 00:18:00",142026,"0.028","0.083","0.292","0.047","13.0","766.2","53.6"
"2022-01-07 00:19:00",142027,"0.029","0.084","0.297","0.047","13.0","766.2","53.8"
"2022-01-07 00:20:00",142028,"0.029","0.084","0.301","0.047","12.9","766.1","54.1"
"2022-01-07 00:21:00",142029,"0.029","0.084","0.305","0.047","12.9","766.2","54.4"
"2022-01-07 00:22:00",142030,"0.029","0.084","0.308","0.047","12.9","766.2","54.5"
"2022-01-07 00:23:00",142031,"0.029","0.084","0.309","0.047","12.9","766.2","54.4"
"2022-01-07 00:24:00",142032,"0.028","0.084","0.310","0.047","12.9","766.3","54.5"
"2022-01-07 00:25:00",142033,"0.028","0.084","0.311","0.047","12.9","766.3","54.5"
"2022-01-07 00:26:00",142034,"0.028","0.084","0.311","0.047","12.9","766.3","54.4"
"2022-01-07 00:27:00",142035,"0.027","0.084","0.310","0.048","13.0","766.3","54.3"
"2022-01-07 00:28:00",142036,"0.027","0.084","0.308","0.048","13.2","766.3","53.7"
"2022-01-07 00:29:00",142037,"0.027","0.084","0.304","0.048","13.1","766.3","53.7"
"2022-01-07 00:30:00",142038,"0.027","0.083","0.301","0.048","13.0","766.1","53.8"
"2022-01-07 00:31:00",142039,"0.027","0.083","0.301","0.048","13.0","766.2","53.9"
"2022-01-07 00:32:00",142040,"0.027","0.083","0.300","0.048","13.0","766.2","54.0"
"2022-01-07 00:33:00",142041,"0.027","0.083","0.299","0.049","13.1","766.2","53.9"
"2022-01-07 00:34:00",142042,"0.027","0.083","0.296","0.049","13.0","766.2","54.0"
"2022-01-07 00:35:00",142043,"0.027","0.083","0.294","0.049","13.0","766.2","54.2"
"2022-01-07 00:36:00",142044,"0.027","0.083","0.294","0.049","13.0","766.1","54.3"
"2022-01-07 00:37:00",142045,"0.027","0.084","0.294","0.049","13.0","766.1","54.4"
"2022-01-07 00:38:00",142046,"0.027","0.084","0.293","0.049","13.0","766.1","54.3"
"2022-01-07 00:39:00",142047,"0.027","0.084","0.291","0.050","13.1","766.1","54.1"
"2022-01-07 00:40:00",142048,"0.027","0.084","0.287","0.049","13.1","766.0","54.1"
"2022-01-07 00:41:00",142049,"0.027","0.084","0.282","0.049","13.1","766.1","54.0"
"2022-01-07 00:42:00",142050,"0.027","0.084","0.278","0.049","13.0","766.2","54.1"
"2022-01-07 00:43:00",142051,"0.027","0.084","0.276","0.050","12.9","766.2","54.5"
"2022-01-07 00:44:00",142052,"0.027","0.084","0.276","0.050","12.8","766.2","54.6"
"2022-01-07 00:45:00",142053,"0.027","0.084","0.276","0.050","12.8","766.2","54.8"
"2022-01-07 00:46:00",142054,"0.027","0.084","0.276","0.050","12.8","766.2","54.9"
"2022-01-07 00:47:00",142055,"0.027","0.084","0.275","0.050","12.8","766.1","55.0"
"2022-01-07 00:48:00",142056,"0.026","0.084","0.275","0.050","12.8","766.1","55.1"
"2022-01-07 00:49:00",142057,"0.026","0.084","0.273","0.050","12.8","766.1","55.1"
"2022-01-07 00:50:00",142058,"0.026","0.084","0.271","0.050","12.8","766.0","54.9"
"2022-01-07 00:51:00",142059,"0.026","0.084","0.269","0.050","12.9","766.1","54.9"
"2022-01-07 00:52:00",142060,"0.026","0.084","0.265","0.050","12.9","766.1","54.9"
"2022-01-07 00:53:00",142061,"0.025","0.084","0.261","0.050","12.9","766.1","54.8"
"2022-01-07 00:54:00",142062,"0.025","0.084","0.259","0.050","12.9","766.1","54.8"
"2022-01-07 00:55:00",142063,"0.025","0.083","0.257","0.050","12.8","766.1","54.9"
"2022-01-07 00:56:00",142064,"0.025","0.083","0.255","0.050","12.8","766.1","55.0"
"2022-01-07 00:57:00",142065,"0.025","0.083","0.254","0.050","12.9","766.1","55.2"
"2022-01-07 00:58:00",142066,"0.025","0.084","0.253","0.050","12.8","766.1","55.3"
"2022-01-07 00:59:00",142067,"0.025","0.084","0.252","0.050","12.8","766.1","55.3"
"2022-01-07 01:00:00",142068,"0.025","0.084","0.251","0.050","12.8","765.9","55.4"
"2022-01-07 01:01:00",142069,"0.026","0.084","0.250","0.050","12.8","766.0","55.6"
"2022-01-07 01:02:00",142070,"0.026","0.084","0.251","0.050","12.8","766.0","55.4"
"2022-01-07 01:03:00",142071,"0.026","0.084","0.252","0.050","12.8","766.0","55.4"
"2022-01-07 01:04:00",142072,"0.026","0.084","0.261","0.050","12.9","766.0","55.4"
"2022-01-07 01:05:00",142073,"0.026","0.085","0.278","0.049","12.9","766.0","55.5"
"2022-01-07 01:06:00",142074,"0.027","0.086","0.301","0.049","12.9","766.0","55.6"
"2022-01-07 01:07:00",142075,"0.027","0.087","0.323","0.049","12.9","766.1","55.7"
"2022-01-07 01:08:00",142076,"0.027","0.087","0.339","0.049","12.9","766.1","55.9"
"2022-01-07 01:09:00",142077,"0.027","0.087","0.345","0.049","12.9","766.1","56.0"
"2022-01-07 01:10:00",142078,"0.027","0.088","0.350","0.049","12.9","766.0","56.1"
"2022-01-07 01:11:00",142079,"0.028","0.088","0.357","0.048","12.8","766.1","56.1"
"2022-01-07 01:12:00",142080,"0.028","0.088","0.367","0.048","12.8","766.1","55.9"
"2022-01-07 01:13:00",142081,"0.028","0.088","0.371","0.048","12.7","766.1","55.9"
"2022-01-07 01:14:00",142082,"0.028","0.088","0.373","0.049","12.7","766.0","55.9"
"2022-01-07 01:15:00",142083,"0.028","0.088","0.374","0.049","12.6","766.0","56.2"
"2022-01-07 01:16:00",142084,"0.028","0.087","0.377","0.048","12.7","766.0","56.3"
"2022-01-07 01:17:00",142085,"0.028","0.087","0.376","0.048","12.6","766.0","56.5"
"2022-01-07 01:18:00",142086,"0.028","0.087","0.372","0.048","12.5","766.0","56.5"
"2022-01-07 01:19:00",142087,"0.029","0.087","0.367","0.048","12.6","766.0","56.6"
"2022-01-07 01:20:00",142088,"0.029","0.087","0.362","0.048","12.5","765.9","56.7"
"2022-01-07 01:21:00",142089,"0.029","0.087","0.358","0.048","12.4","766.0","57.2"
"2022-01-07 01:22:00",142090,"0.029","0.087","0.354","0.048","12.6","766.0","57.0"
"2022-01-07 01:23:00",142091,"0.029","0.086","0.350","0.048","12.6","766.0","56.9"
"2022-01-07 01:24:00",142092,"0.028","0.087","0.346","0.048","12.7","766.0","56.6"
"2022-01-07 01:25:00",142093,"0.028","0.086","0.342","0.048","12.7","766.0","56.4"
"2022-01-07 01:26:00",142094,"0.028","0.086","0.339","0.048","12.7","766.0","56.3"
"2022-01-07 01:27:00",142095,"0.028","0.085","0.335","0.048","12.7","766.0","56.0"
"2022-01-07 01:28:00",142096,"0.028","0.086","0.334","0.047","12.8","766.0","55.7"
"2022-01-07 01:29:00",142097,"0.028","0.086","0.331","0.047","12.7","766.0","55.9"
"2022-01-07 01:30:00",142098,"0.028","0.086","0.328","0.047","12.8","765.9","55.7"
"2022-01-07 01:31:00",142099,"0.029","0.085","0.326","0.048","12.8","766.0","55.7"
"2022-01-07 01:32:00",142100,"0.029","0.085","0.326","0.047","12.8","766.0","55.7"
"2022-01-07 01:33:00",142101,"0.029","0.085","0.325","0.047","12.8","766.0","55.5"
"2022-01-07 01:34:00",142102,"0.029","0.085","0.323","0.047","12.8","765.9","55.3"
"2022-01-07 01:35:00",142103,"0.029","0.085","0.322","0.048","12.9","765.9","55.2"
"2022-01-07 01:36:00",142104,"0.029","0.085","0.320","0.047","13.0","765.9","54.8"
"2022-01-07 01:37:00",142105,"0.029","0.085","0.319","0.047","13.0","765.9","54.6"
"2022-01-07 01:38:00",142106,"0.029","0.086","0.317","0.047","13.0","765.9","54.6"
"2022-01-07 01:39:00",142107,"0.029","0.086","0.315","0.048","13.0","765.9","54.4"
"2022-01-07 01:40:00",142108,"0.029","0.086","0.313","0.047","13.0","765.8","54.4"
"2022-01-07 01:41:00",142109,"0.029","0.086","0.312","0.047","12.9","765.9","54.7"
"2022-01-07 01:42:00",142110,"0.029","0.086","0.313","0.047","12.7","765.9","55.3"
"2022-01-07 01:43:00",142111,"0.030","0.085","0.313","0.047","12.8","765.9","55.4"
"2022-01-07 01:44:00",142112,"0.030","0.085","0.313","0.047","12.7","765.9","55.5"
"2022-01-07 01:45:00",142113,"0.029","0.086","0.316","0.047","12.8","765.9","55.6"
"2022-01-07 01:46:00",142114,"0.029","0.086","0.318","0.047","12.7","765.9","55.7"
"2022-01-07 01:47:00",142115,"0.029","0.086","0.317","0.047","12.6","765.9","56.1"
"2022-01-07 01:48:00",142116,"0.029","0.086","0.319","0.047","12.6","765.9","56.3"
"2022-01-07 01:49:00",142117,"0.029","0.086","0.320","0.047","12.6","765.9","56.7"
"2022-01-07 01:50:00",142118,"0.029","0.087","0.323","0.047","12.6","765.8","57.1"
"2022-01-07 01:51:00",142119,"0.029","0.087","0.329","0.047","12.6","765.9","57.3"
"2022-01-07 01:52:00",142120,"0.029","0.088","0.337","0.047","12.5","766.0","57.5"
"2022-01-07 01:53:00",142121,"0.029","0.088","0.342","0.047","12.4","766.0","57.7"
"2022-01-07 01:54:00",142122,"0.029","0.088","0.344","0.047","12.4","765.9","57.9"
"2022-01-07 01:55:00",142123,"0.029","0.088","0.345","0.047","12.4","765.9","57.7"
"2022-01-07 01:56:00",142124,"0.029","0.088","0.343","0.046","12.4","765.9","57.6"
"2022-01-07 01:57:00",142125,"0.029","0.088","0.339","0.046","12.3","765.9","58.0"
"2022-01-07 01:58:00",142126,"0.029","0.088","0.338","0.046","12.3","765.9","58.0"
"2022-01-07 01:59:00",142127,"0.028","0.087","0.336","0.046","12.5","765.9","57.5"
"2022-01-07 02:00:00",142128,"0.028","0.087","0.334","0.046","12.3","765.8","57.8"
"2022-01-07 02:01:00",142129,"0.028","0.087","0.335","0.046","12.2","765.9","58.2"
"2022-01-07 02:02:00",142130,"0.028","0.087","0.335","0.046","12.2","765.9","58.1"
"2022-01-07 02:03:00",142131,"0.028","0.087","0.333","0.046","12.1","765.9","58.3"
"2022-01-07 02:04:00",142132,"0.028","0.087","0.328","0.046","12.1","765.9","58.4"
"2022-01-07 02:05:00",142133,"0.028","0.086","0.322","0.046","12.1","765.9","58.5"
"2022-01-07 02:06:00",142134,"0.028","0.086","0.316","0.046","11.9","765.9","59.0"
"2022-01-07 02:07:00",142135,"0.028","0.086","0.313","0.046","12.1","765.9","58.8"
"2022-01-07 02:08:00",142136,"0.028","0.086","0.308","0.046","12.0","765.9","58.9"
"2022-01-07 02:09:00",142137,"0.027","0.085","0.300","0.046","12.0","765.9","58.9"
"2022-01-07 02:10:00",142138,"0.027","0.085","0.290","0.047","12.0","765.8","58.7"
"2022-01-07 02:11:00",142139,"0.027","0.085","0.281","0.047","12.0","765.8","58.6"
"2022-01-07 02:12:00",142140,"0.026","0.084","0.271","0.047","12.0","765.8","58.6"
"2022-01-07 02:13:00",142141,"0.026","0.084","0.263","0.048","12.0","765.8","58.5"
"2022-01-07 02:14:00",142142,"0.026","0.084","0.255","0.048","12.0","765.8","58.3"
"2022-01-07 02:15:00",142143,"0.026","0.084","0.248","0.048","12.0","765.8","58.3"
"2022-01-07 02:16:00",142144,"0.026","0.083","0.242","0.049","12.0","765.8","58.4"
"2022-01-07 02:17:00",142145,"0.026","0.083","0.235","0.049","12.0","765.8","58.3"
"2022-01-07 02:18:00",142146,"0.026","0.082","0.229","0.049","11.9","765.8","58.4"
"2022-01-07 02:19:00",142147,"0.026","0.082","0.223","0.050","12.1","765.8","57.9"
