"TOA5","8543","CR1000X","8543","CR1000X.Std.05.01","CPU:Est_meteo1.CR1X","5308","Gases"
"TIMESTAMP","RECORD","NO2","SO2","CO","O3","T_air","P_atm_q","H_R"
"TS","RN","ppm","ppm","ppm","ppm","Deg C","mbar","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-10 00:00:00",146328,"0.020","0.078","0.139","0.091","12.0","770.8","45.5"
"2022-01-10 00:01:00",146329,"0.020","0.077","0.138","0.091","11.9","770.9","45.5"
"2022-01-10 00:02:00",146330,"0.020","0.077","0.138","0.089","12.0","770.9","45.4"
"2022-01-10 00:03:00",146331,"0.019","0.077","0.138","0.091","12.0","770.9","45.3"
"2022-01-10 00:04:00",146332,"0.019","0.077","0.137","0.094","12.0","771.0","45.2"
"2022-01-10 00:05:00",146333,"0.019","0.077","0.136","0.095","12.0","771.0","45.0"
"2022-01-10 00:06:00",146334,"0.019","0.077","0.135","0.097","12.0","771.0","45.0"
"2022-01-10 00:07:00",146335,"0.019","0.076","0.134","0.097","12.0","771.0","45.0"
"2022-01-10 00:08:00",146336,"0.019","0.076","0.133","0.097","11.9","771.0","45.0"
"2022-01-10 00:09:00",146337,"0.018","0.076","0.132","0.097","11.9","771.0","45.0"
"2022-01-10 00:10:00",146338,"0.018","0.076","0.131","0.098","11.9","770.8","45.0"
"2022-01-10 00:11:00",146339,"0.018","0.076","0.130","0.100","11.9","770.9","45.0"
"2022-01-10 00:12:00",146340,"0.018","0.076","0.129","0.100","11.9","770.9","45.0"
"2022-01-10 00:13:00",146341,"0.018","0.076","0.129","0.107","11.9","770.9","44.9"
"2022-01-10 00:14:00",146342,"0.017","0.076","0.128","0.100","11.8","770.9","45.0"
"2022-01-10 00:15:00",146343,"0.017","0.076","0.128","0.102","11.8","770.9","45.0"
"2022-01-10 00:16:00",146344,"0.017","0.076","0.128","0.104","11.8","770.9","45.0"
"2022-01-10 00:17:00",146345,"0.017","0.075","0.128","0.104","11.8","770.9","45.0"
"2022-01-10 00:18:00",146346,"0.016","0.076","0.127","0.104","11.8","770.9","45.0"
"2022-01-10 00:19:00",146347,"0.016","0.076","0.127","0.113","11.9","770.9","44.9"
"2022-01-10 00:20:00",146348,"0.016","0.076","0.125","0.113","11.8","770.7","44.9"
"2022-01-10 00:21:00",146349,"0.016","0.075","0.123","0.116","11.8","770.8","44.8"
"2022-01-10 00:22:00",146350,"0.016","0.075","0.123","0.114","11.8","770.8","44.8"
"2022-01-10 00:23:00",146351,"0.016","0.075","0.122","0.108","11.7","770.9","45.0"
"2022-01-10 00:24:00",146352,"0.016","0.075","0.122","0.111","11.8","770.8","45.0"
"2022-01-10 00:25:00",146353,"0.016","0.075","0.120","0.111","11.8","770.8","45.0"
"2022-01-10 00:26:00",146354,"0.016","0.076","0.118","0.111","11.8","770.8","45.0"
"2022-01-10 00:27:00",146355,"0.016","0.075","0.116","0.111","11.8","770.8","45.0"
"2022-01-10 00:28:00",146356,"0.016","0.075","0.114","0.110","11.7","770.8","45.1"
"2022-01-10 00:29:00",146357,"0.016","0.074","0.112","0.110","11.7","770.8","45.2"
"2022-01-10 00:30:00",146358,"0.016","0.075","0.111","0.110","11.7","770.6","45.2"
"2022-01-10 00:31:00",146359,"0.016","0.075","0.110","0.110","11.7","770.8","45.3"
"2022-01-10 00:32:00",146360,"0.016","0.075","0.109","0.110","11.7","770.7","45.3"
"2022-01-10 00:33:00",146361,"0.017","0.075","0.108","0.110","11.7","770.8","45.3"
"2022-01-10 00:34:00",146362,"0.017","0.075","0.107","0.108","11.7","770.7","45.4"
"2022-01-10 00:35:00",146363,"0.017","0.075","0.107","0.107","11.7","770.8","45.4"
"2022-01-10 00:36:00",146364,"0.017","0.075","0.107","0.107","11.7","770.8","45.5"
"2022-01-10 00:37:00",146365,"0.017","0.074","0.107","0.107","11.7","770.8","45.5"
"2022-01-10 00:38:00",146366,"0.017","0.074","0.107","0.107","11.7","770.8","45.5"
"2022-01-10 00:39:00",146367,"0.017","0.074","0.107","0.106","11.6","770.8","45.6"
"2022-01-10 00:40:00",146368,"0.017","0.074","0.107","0.105","11.7","770.7","45.8"
"2022-01-10 00:41:00",146369,"0.017","0.073","0.106","0.104","11.7","770.8","45.8"
"2022-01-10 00:42:00",146370,"0.018","0.073","0.105","0.103","11.6","770.8","45.9"
"2022-01-10 00:43:00",146371,"0.017","0.074","0.105","0.101","11.6","770.8","46.0"
"2022-01-10 00:44:00",146372,"0.017","0.074","0.104","0.104","11.7","770.8","46.1"
"2022-01-10 00:45:00",146373,"0.017","0.074","0.103","0.104","11.6","770.8","46.1"
"2022-01-10 00:46:00",146374,"0.017","0.074","0.103","0.106","11.7","770.8","46.1"
"2022-01-10 00:47:00",146375,"0.018","0.074","0.102","0.107","11.6","770.8","46.1"
"2022-01-10 00:48:00",146376,"0.018","0.075","0.100","0.104","11.6","770.8","46.2"
"2022-01-10 00:49:00",146377,"0.017","0.075","0.100","0.104","11.6","770.8","46.2"
"2022-01-10 00:50:00",146378,"0.018","0.075","0.100","0.107","11.7","770.7","46.3"
"2022-01-10 00:51:00",146379,"0.018","0.074","0.099","0.105","11.6","770.8","46.3"
"2022-01-10 00:52:00",146380,"0.018","0.073","0.098","0.105","11.6","770.8","46.4"
"2022-01-10 00:53:00",146381,"0.018","0.073","0.097","0.106","11.6","770.8","46.5"
"2022-01-10 00:54:00",146382,"0.018","0.074","0.097","0.106","11.5","770.8","46.7"
"2022-01-10 00:55:00",146383,"0.018","0.075","0.097","0.106","11.5","770.8","46.9"
"2022-01-10 00:56:00",146384,"0.018","0.075","0.094","0.107","11.5","770.8","47.0"
"2022-01-10 00:57:00",146385,"0.018","0.075","0.093","0.107","11.6","770.8","47.0"
"2022-01-10 00:58:00",146386,"0.018","0.075","0.091","0.107","11.6","770.8","47.1"
"2022-01-10 00:59:00",146387,"0.018","0.075","0.090","0.107","11.6","770.8","47.1"
"2022-01-10 01:00:00",146388,"0.018","0.075","0.089","0.107","11.5","770.7","47.2"
"2022-01-10 01:01:00",146389,"0.018","0.075","0.088","0.108","11.6","770.8","47.3"
"2022-01-10 01:02:00",146390,"0.018","0.075","0.088","0.106","11.5","770.8","47.3"
"2022-01-10 01:03:00",146391,"0.018","0.075","0.088","0.108","11.4","770.9","47.4"
"2022-01-10 01:04:00",146392,"0.018","0.075","0.088","0.108","11.5","770.9","47.4"
"2022-01-10 01:05:00",146393,"0.018","0.076","0.089","0.105","11.4","770.9","47.5"
"2022-01-10 01:06:00",146394,"0.018","0.076","0.089","0.105","11.4","770.9","47.7"
"2022-01-10 01:07:00",146395,"0.018","0.075","0.091","0.105","11.3","770.9","47.8"
"2022-01-10 01:08:00",146396,"0.018","0.075","0.094","0.107","11.4","770.9","48.0"
"2022-01-10 01:09:00",146397,"0.018","0.075","0.096","0.107","11.5","770.9","47.9"
"2022-01-10 01:10:00",146398,"0.018","0.074","0.100","0.105","11.4","770.8","48.0"
"2022-01-10 01:11:00",146399,"0.018","0.075","0.105","0.105","11.4","770.9","48.0"
"2022-01-10 01:12:00",146400,"0.018","0.075","0.109","0.105","11.5","770.9","47.9"
"2022-01-10 01:13:00",146401,"0.018","0.075","0.112","0.105","11.4","770.9","47.9"
"2022-01-10 01:14:00",146402,"0.019","0.075","0.115","0.104","11.4","770.9","48.0"
"2022-01-10 01:15:00",146403,"0.018","0.075","0.122","0.102","11.4","770.8","48.1"
"2022-01-10 01:16:00",146404,"0.018","0.075","0.127","0.104","11.4","770.9","48.0"
"2022-01-10 01:17:00",146405,"0.018","0.075","0.127","0.102","11.4","770.9","48.1"
"2022-01-10 01:18:00",146406,"0.018","0.075","0.126","0.101","11.4","770.9","48.2"
"2022-01-10 01:19:00",146407,"0.018","0.075","0.124","0.101","11.3","770.9","48.2"
"2022-01-10 01:20:00",146408,"0.018","0.075","0.121","0.101","11.4","770.8","48.2"
"2022-01-10 01:21:00",146409,"0.019","0.075","0.117","0.100","11.4","770.9","48.1"
"2022-01-10 01:22:00",146410,"0.019","0.074","0.113","0.099","11.4","770.9","48.1"
"2022-01-10 01:23:00",146411,"0.019","0.074","0.110","0.100","11.4","770.9","48.1"
"2022-01-10 01:24:00",146412,"0.019","0.074","0.108","0.102","11.5","770.9","48.0"
"2022-01-10 01:25:00",146413,"0.019","0.074","0.104","0.102","11.5","770.9","47.9"
"2022-01-10 01:26:00",146414,"0.019","0.075","0.101","0.103","11.4","770.9","48.1"
"2022-01-10 01:27:00",146415,"0.019","0.074","0.099","0.102","11.5","770.9","48.1"
"2022-01-10 01:28:00",146416,"0.019","0.073","0.098","0.102","11.5","770.9","48.0"
"2022-01-10 01:29:00",146417,"0.019","0.074","0.096","0.102","11.5","770.9","48.0"
"2022-01-10 01:30:00",146418,"0.019","0.075","0.095","0.102","11.4","770.7","48.0"
"2022-01-10 01:31:00",146419,"0.020","0.075","0.094","0.101","11.4","770.8","48.1"
"2022-01-10 01:32:00",146420,"0.020","0.076","0.093","0.099","11.4","770.8","48.0"
"2022-01-10 01:33:00",146421,"0.019","0.076","0.091","0.098","11.4","770.8","48.1"
"2022-01-10 01:34:00",146422,"0.019","0.076","0.090","0.100","11.4","770.8","48.2"
"2022-01-10 01:35:00",146423,"0.019","0.076","0.089","0.100","11.4","770.8","48.3"
"2022-01-10 01:36:00",146424,"0.019","0.077","0.087","0.100","11.5","770.8","48.2"
"2022-01-10 01:37:00",146425,"0.019","0.077","0.086","0.100","11.4","770.8","48.2"
"2022-01-10 01:38:00",146426,"0.019","0.077","0.085","0.100","11.3","770.8","48.5"
"2022-01-10 01:39:00",146427,"0.019","0.077","0.085","0.099","11.2","770.8","48.7"
"2022-01-10 01:40:00",146428,"0.019","0.077","0.084","0.099","11.3","770.7","48.8"
"2022-01-10 01:41:00",146429,"0.020","0.077","0.084","0.099","11.3","770.7","48.8"
"2022-01-10 01:42:00",146430,"0.020","0.076","0.083","0.097","11.4","770.8","48.7"
"2022-01-10 01:43:00",146431,"0.019","0.076","0.082","0.097","11.4","770.8","48.7"
"2022-01-10 01:44:00",146432,"0.019","0.076","0.080","0.099","11.3","770.7","48.8"
"2022-01-10 01:45:00",146433,"0.019","0.076","0.079","0.099","11.3","770.7","49.0"
"2022-01-10 01:46:00",146434,"0.019","0.076","0.079","0.100","11.4","770.7","48.9"
"2022-01-10 01:47:00",146435,"0.019","0.076","0.078","0.100","11.4","770.7","48.9"
"2022-01-10 01:48:00",146436,"0.019","0.075","0.077","0.100","11.4","770.7","48.9"
"2022-01-10 01:49:00",146437,"0.019","0.075","0.076","0.100","11.3","770.7","49.0"
"2022-01-10 01:50:00",146438,"0.019","0.075","0.076","0.100","11.4","770.6","49.0"
"2022-01-10 01:51:00",146439,"0.019","0.075","0.075","0.102","11.4","770.7","48.9"
"2022-01-10 01:52:00",146440,"0.019","0.076","0.074","0.102","11.4","770.7","48.9"
"2022-01-10 01:53:00",146441,"0.019","0.076","0.074","0.104","11.3","770.7","48.8"
"2022-01-10 01:54:00",146442,"0.019","0.076","0.074","0.105","11.3","770.7","49.0"
"2022-01-10 01:55:00",146443,"0.019","0.075","0.075","0.104","11.3","770.7","49.1"
"2022-01-10 01:56:00",146444,"0.019","0.076","0.074","0.103","11.3","770.7","49.1"
"2022-01-10 01:57:00",146445,"0.019","0.076","0.074","0.104","11.2","770.7","49.2"
"2022-01-10 01:58:00",146446,"0.019","0.075","0.074","0.104","11.3","770.7","49.2"
"2022-01-10 01:59:00",146447,"0.019","0.075","0.073","0.105","11.0","770.7","49.5"
"2022-01-10 02:00:00",146448,"0.019","0.076","0.074","0.106","11.2","770.6","49.4"
"2022-01-10 02:01:00",146449,"0.019","0.075","0.075","0.105","11.1","770.7","49.6"
"2022-01-10 02:02:00",146450,"0.019","0.075","0.075","0.103","11.2","770.7","49.7"
"2022-01-10 02:03:00",146451,"0.019","0.075","0.076","0.106","11.1","770.7","49.7"
"2022-01-10 02:04:00",146452,"0.019","0.075","0.075","0.106","11.3","770.7","49.5"
"2022-01-10 02:05:00",146453,"0.019","0.075","0.075","0.106","11.4","770.7","49.3"
"2022-01-10 02:06:00",146454,"0.019","0.075","0.073","0.107","11.4","770.7","49.0"
"2022-01-10 02:07:00",146455,"0.019","0.075","0.072","0.106","11.2","770.7","49.2"
"2022-01-10 02:08:00",146456,"0.019","0.076","0.073","0.106","11.1","770.7","49.4"
"2022-01-10 02:09:00",146457,"0.019","0.076","0.075","0.106","11.0","770.7","49.8"
"2022-01-10 02:10:00",146458,"0.019","0.076","0.075","0.105","11.2","770.5","49.9"
"2022-01-10 02:11:00",146459,"0.019","0.076","0.075","0.104","11.0","770.6","49.9"
"2022-01-10 02:12:00",146460,"0.019","0.076","0.073","0.102","11.0","770.6","50.2"
"2022-01-10 02:13:00",146461,"0.019","0.076","0.075","0.101","10.9","770.6","50.5"
"2022-01-10 02:14:00",146462,"0.018","0.076","0.076","0.101","10.9","770.6","50.6"
"2022-01-10 02:15:00",146463,"0.018","0.076","0.077","0.101","10.9","770.6","50.7"
"2022-01-10 02:16:00",146464,"0.018","0.076","0.078","0.101","11.0","770.6","50.7"
"2022-01-10 02:17:00",146465,"0.018","0.077","0.078","0.100","10.9","770.6","50.9"
"2022-01-10 02:18:00",146466,"0.017","0.078","0.079","0.100","10.9","770.6","50.9"
"2022-01-10 02:19:00",146467,"0.017","0.078","0.080","0.099","10.9","770.6","50.9"
