"TOA5","8543","CR1000X","8543","CR1000X.Std.05.01","CPU:Est_meteo1.CR1X","5308","Gases"
"TIMESTAMP","RECORD","NO2","SO2","CO","O3","T_air","P_atm_q","H_R"
"TS","RN","ppm","ppm","ppm","ppm","Deg C","mbar","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-12 00:00:00",149208,"0.008","0.064","0.144","0.047","8.6","770.8","92.2"
"2022-01-12 00:01:00",149209,"0.007","0.064","0.142","0.047","8.6","770.7","92.3"
"2022-01-12 00:02:00",149210,"0.007","0.065","0.140","0.047","8.7","770.8","92.2"
"2022-01-12 00:03:00",149211,"0.006","0.065","0.139","0.047","8.7","770.8","92.1"
"2022-01-12 00:04:00",149212,"0.006","0.066","0.138","0.047","8.7","770.8","91.9"
"2022-01-12 00:05:00",149213,"0.005","0.066","0.136","0.048","8.7","770.8","91.8"
"2022-01-12 00:06:00",149214,"0.006","0.066","0.135","0.048","8.6","770.8","92.0"
"2022-01-12 00:07:00",149215,"0.006","0.067","0.135","0.048","8.6","770.8","92.1"
"2022-01-12 00:08:00",149216,"0.006","0.066","0.133","0.048","8.6","770.8","92.3"
"2022-01-12 00:09:00",149217,"0.007","0.065","0.132","0.048","8.6","770.8","92.4"
"2022-01-12 00:10:00",149218,"0.007","0.064","0.131","0.047","8.6","770.8","92.4"
"2022-01-12 00:11:00",149219,"0.007","0.064","0.130","0.047","8.6","770.7","92.4"
"2022-01-12 00:12:00",149220,"0.007","0.064","0.130","0.047","8.6","770.8","92.3"
"2022-01-12 00:13:00",149221,"0.007","0.064","0.132","0.047","8.6","770.8","92.4"
"2022-01-12 00:14:00",149222,"0.007","0.064","0.135","0.047","8.6","770.8","92.4"
"2022-01-12 00:15:00",149223,"0.007","0.064","0.138","0.047","8.5","770.8","92.3"
"2022-01-12 00:16:00",149224,"0.007","0.064","0.142","0.047","8.5","770.8","92.6"
"2022-01-12 00:17:00",149225,"0.007","0.064","0.149","0.047","8.5","770.8","92.8"
"2022-01-12 00:18:00",149226,"0.007","0.064","0.154","0.047","8.5","770.8","92.7"
"2022-01-12 00:19:00",149227,"0.007","0.065","0.159","0.046","8.5","770.8","92.7"
"2022-01-12 00:20:00",149228,"0.007","0.065","0.162","0.047","8.4","770.7","92.7"
"2022-01-12 00:21:00",149229,"0.007","0.065","0.165","0.046","8.4","770.6","92.9"
"2022-01-12 00:22:00",149230,"0.007","0.065","0.168","0.046","8.4","770.7","93.2"
"2022-01-12 00:23:00",149231,"0.007","0.065","0.171","0.046","8.4","770.7","93.1"
"2022-01-12 00:24:00",149232,"0.007","0.065","0.174","0.046","8.3","770.7","93.2"
"2022-01-12 00:25:00",149233,"0.007","0.067","0.179","0.046","8.3","770.7","93.3"
"2022-01-12 00:26:00",149234,"0.007","0.067","0.185","0.046","8.3","770.7","93.4"
"2022-01-12 00:27:00",149235,"0.007","0.066","0.194","0.046","8.3","770.7","93.5"
"2022-01-12 00:28:00",149236,"0.007","0.067","0.202","0.046","8.2","770.7","93.6"
"2022-01-12 00:29:00",149237,"0.007","0.067","0.210","0.046","8.2","770.7","93.7"
"2022-01-12 00:30:00",149238,"0.006","0.067","0.216","0.046","8.2","770.7","93.6"
"2022-01-12 00:31:00",149239,"0.006","0.067","0.220","0.046","8.2","770.6","93.7"
"2022-01-12 00:32:00",149240,"0.006","0.067","0.223","0.046","8.2","770.7","93.6"
"2022-01-12 00:33:00",149241,"0.006","0.067","0.225","0.046","8.2","770.7","93.5"
"2022-01-12 00:34:00",149242,"0.006","0.067","0.226","0.046","8.2","770.7","93.4"
"2022-01-12 00:35:00",149243,"0.006","0.068","0.226","0.046","8.2","770.7","93.1"
"2022-01-12 00:36:00",149244,"0.006","0.068","0.225","0.046","8.2","770.6","92.9"
"2022-01-12 00:37:00",149245,"0.006","0.068","0.225","0.046","8.3","770.6","92.8"
"2022-01-12 00:38:00",149246,"0.006","0.068","0.224","0.046","8.4","770.6","92.6"
"2022-01-12 00:39:00",149247,"0.006","0.067","0.224","0.046","8.3","770.6","92.3"
"2022-01-12 00:40:00",149248,"0.006","0.067","0.225","0.045","8.3","770.6","92.1"
"2022-01-12 00:41:00",149249,"0.006","0.068","0.226","0.045","8.3","770.5","92.2"
"2022-01-12 00:42:00",149250,"0.006","0.067","0.227","0.045","8.3","770.6","92.0"
"2022-01-12 00:43:00",149251,"0.006","0.068","0.227","0.045","8.4","770.6","92.0"
"2022-01-12 00:44:00",149252,"0.006","0.069","0.228","0.045","8.4","770.6","91.8"
"2022-01-12 00:45:00",149253,"0.006","0.069","0.228","0.045","8.4","770.6","91.7"
"2022-01-12 00:46:00",149254,"0.006","0.068","0.227","0.046","8.4","770.6","91.6"
"2022-01-12 00:47:00",149255,"0.006","0.068","0.227","0.046","8.4","770.6","91.7"
"2022-01-12 00:48:00",149256,"0.006","0.069","0.225","0.046","8.4","770.6","91.5"
"2022-01-12 00:49:00",149257,"0.006","0.069","0.222","0.046","8.5","770.6","91.5"
"2022-01-12 00:50:00",149258,"0.006","0.069","0.219","0.045","8.5","770.6","91.5"
"2022-01-12 00:51:00",149259,"0.005","0.068","0.215","0.045","8.5","770.4","91.4"
"2022-01-12 00:52:00",149260,"0.004","0.068","0.214","0.045","8.5","770.6","91.3"
"2022-01-12 00:53:00",149261,"0.003","0.069","0.212","0.046","8.5","770.6","91.3"
"2022-01-12 00:54:00",149262,"0.002","0.070","0.209","0.046","8.5","770.6","91.0"
"2022-01-12 00:55:00",149263,"0.002","0.071","0.210","0.047","8.5","770.6","90.9"
"2022-01-12 00:56:00",149264,"0.002","0.072","0.207","0.047","8.4","770.6","91.1"
"2022-01-12 00:57:00",149265,"0.003","0.072","0.207","0.047","8.4","770.6","91.3"
"2022-01-12 00:58:00",149266,"0.003","0.072","0.207","0.046","8.4","770.5","91.5"
"2022-01-12 00:59:00",149267,"0.003","0.072","0.207","0.046","8.4","770.5","91.7"
"2022-01-12 01:00:00",149268,"0.004","0.072","0.209","0.046","8.4","770.5","91.8"
"2022-01-12 01:01:00",149269,"0.004","0.072","0.211","0.046","8.3","770.4","92.0"
"2022-01-12 01:02:00",149270,"0.005","0.072","0.211","0.046","8.3","770.4","92.2"
"2022-01-12 01:03:00",149271,"0.005","0.072","0.211","0.046","8.3","770.4","92.4"
"2022-01-12 01:04:00",149272,"0.006","0.072","0.211","0.046","8.3","770.4","92.6"
"2022-01-12 01:05:00",149273,"0.006","0.072","0.207","0.046","8.4","770.4","92.7"
"2022-01-12 01:06:00",149274,"0.006","0.071","0.204","0.046","8.3","770.4","92.6"
"2022-01-12 01:07:00",149275,"0.006","0.070","0.200","0.046","8.4","770.4","92.6"
"2022-01-12 01:08:00",149276,"0.006","0.069","0.196","0.045","8.4","770.4","92.5"
"2022-01-12 01:09:00",149277,"0.006","0.069","0.192","0.045","8.4","770.4","92.3"
"2022-01-12 01:10:00",149278,"0.006","0.070","0.189","0.045","8.4","770.4","92.4"
"2022-01-12 01:11:00",149279,"0.006","0.069","0.185","0.045","8.3","770.3","92.4"
"2022-01-12 01:12:00",149280,"0.006","0.068","0.182","0.045","8.3","770.4","92.4"
"2022-01-12 01:13:00",149281,"0.006","0.067","0.178","0.046","8.3","770.4","92.6"
"2022-01-12 01:14:00",149282,"0.006","0.067","0.176","0.045","8.4","770.4","92.6"
"2022-01-12 01:15:00",149283,"0.006","0.068","0.174","0.045","8.5","770.4","92.3"
"2022-01-12 01:16:00",149284,"0.006","0.068","0.172","0.046","8.4","770.4","92.2"
"2022-01-12 01:17:00",149285,"0.006","0.067","0.169","0.046","8.5","770.4","92.1"
"2022-01-12 01:18:00",149286,"0.006","0.067","0.167","0.045","8.5","770.4","91.9"
"2022-01-12 01:19:00",149287,"0.005","0.067","0.165","0.045","8.5","770.4","91.7"
"2022-01-12 01:20:00",149288,"0.004","0.065","0.164","0.046","8.5","770.4","91.7"
"2022-01-12 01:21:00",149289,"0.003","0.065","0.162","0.046","8.5","770.3","91.5"
"2022-01-12 01:22:00",149290,"0.002","0.067","0.160","0.046","8.5","770.4","91.3"
"2022-01-12 01:23:00",149291,"0.001","0.067","0.158","0.047","8.3","770.4","91.5"
"2022-01-12 01:24:00",149292,"0.001","0.067","0.156","0.047","8.3","770.4","91.9"
"2022-01-12 01:25:00",149293,"0.002","0.066","0.156","0.047","8.3","770.4","92.3"
"2022-01-12 01:26:00",149294,"0.002","0.066","0.156","0.047","8.3","770.4","92.3"
"2022-01-12 01:27:00",149295,"0.002","0.066","0.157","0.046","8.4","770.3","92.3"
"2022-01-12 01:28:00",149296,"0.002","0.066","0.157","0.046","8.4","770.3","92.0"
"2022-01-12 01:29:00",149297,"0.002","0.066","0.156","0.046","8.4","770.3","91.8"
"2022-01-12 01:30:00",149298,"0.002","0.067","0.156","0.046","8.4","770.3","91.8"
"2022-01-12 01:31:00",149299,"0.002","0.067","0.157","0.046","8.4","770.1","91.9"
"2022-01-12 01:32:00",149300,"0.002","0.067","0.158","0.046","8.4","770.2","92.0"
"2022-01-12 01:33:00",149301,"0.002","0.067","0.160","0.046","8.5","770.2","91.8"
"2022-01-12 01:34:00",149302,"0.002","0.067","0.162","0.046","8.4","770.2","91.6"
"2022-01-12 01:35:00",149303,"0.002","0.067","0.164","0.047","8.4","770.2","91.6"
"2022-01-12 01:36:00",149304,"0.002","0.067","0.167","0.047","8.4","770.2","91.6"
"2022-01-12 01:37:00",149305,"0.002","0.068","0.169","0.047","8.2","770.2","91.9"
"2022-01-12 01:38:00",149306,"0.002","0.068","0.172","0.046","8.2","770.2","92.2"
"2022-01-12 01:39:00",149307,"0.002","0.068","0.175","0.046","8.1","770.2","92.3"
"2022-01-12 01:40:00",149308,"0.002","0.068","0.178","0.046","8.1","770.2","92.6"
"2022-01-12 01:41:00",149309,"0.002","0.068","0.182","0.046","8.2","770.1","92.6"
"2022-01-12 01:42:00",149310,"0.002","0.067","0.186","0.046","8.2","770.2","92.6"
"2022-01-12 01:43:00",149311,"0.002","0.067","0.190","0.046","8.2","770.2","92.5"
"2022-01-12 01:44:00",149312,"0.002","0.067","0.193","0.046","8.2","770.2","92.5"
"2022-01-12 01:45:00",149313,"0.001","0.067","0.195","0.046","8.3","770.1","92.3"
"2022-01-12 01:46:00",149314,"0.000","0.068","0.198","0.046","8.3","770.1","91.9"
"2022-01-12 01:47:00",149315,"0.000","0.068","0.198","0.047","8.4","770.1","91.7"
"2022-01-12 01:48:00",149316,"-0.000","0.069","0.196","0.047","8.3","770.1","91.4"
"2022-01-12 01:49:00",149317,"-0.000","0.069","0.196","0.047","8.2","770.1","91.6"
"2022-01-12 01:50:00",149318,"-0.000","0.070","0.200","0.047","8.2","770.1","91.8"
"2022-01-12 01:51:00",149319,"-0.000","0.070","0.206","0.047","8.2","769.9","92.0"
"2022-01-12 01:52:00",149320,"-0.000","0.070","0.214","0.047","8.2","770.0","92.1"
"2022-01-12 01:53:00",149321,"0.000","0.070","0.219","0.047","8.2","770.0","92.1"
"2022-01-12 01:54:00",149322,"0.000","0.070","0.220","0.047","8.2","770.0","92.0"
"2022-01-12 01:55:00",149323,"0.000","0.069","0.218","0.047","8.2","770.0","92.1"
"2022-01-12 01:56:00",149324,"0.000","0.069","0.217","0.047","8.1","770.0","92.2"
"2022-01-12 01:57:00",149325,"0.000","0.069","0.218","0.047","8.0","770.1","92.6"
"2022-01-12 01:58:00",149326,"0.001","0.069","0.220","0.047","8.0","770.0","92.9"
"2022-01-12 01:59:00",149327,"0.001","0.069","0.221","0.047","8.0","770.0","93.0"
"2022-01-12 02:00:00",149328,"0.001","0.068","0.220","0.046","8.1","770.0","92.7"
"2022-01-12 02:01:00",149329,"0.001","0.067","0.216","0.047","8.1","769.9","92.3"
"2022-01-12 02:02:00",149330,"0.001","0.066","0.212","0.047","8.1","770.0","91.7"
"2022-01-12 02:03:00",149331,"0.001","0.065","0.209","0.047","8.1","770.0","90.8"
"2022-01-12 02:04:00",149332,"0.001","0.064","0.204","0.047","8.1","770.0","90.1"
"2022-01-12 02:05:00",149333,"0.001","0.063","0.198","0.047","8.0","770.0","89.8"
"2022-01-12 02:06:00",149334,"0.001","0.062","0.192","0.047","8.0","770.0","90.1"
"2022-01-12 02:07:00",149335,"0.001","0.062","0.187","0.047","8.0","770.0","90.0"
"2022-01-12 02:08:00",149336,"0.000","0.062","0.182","0.047","8.1","769.9","90.1"
"2022-01-12 02:09:00",149337,"0.000","0.062","0.178","0.047","8.1","769.9","90.1"
"2022-01-12 02:10:00",149338,"0.000","0.062","0.175","0.047","8.1","769.9","89.9"
"2022-01-12 02:11:00",149339,"0.000","0.061","0.171","0.047","8.0","769.8","90.0"
"2022-01-12 02:12:00",149340,"0.000","0.061","0.167","0.047","8.1","769.9","89.8"
"2022-01-12 02:13:00",149341,"0.000","0.060","0.163","0.047","8.2","769.9","89.8"
"2022-01-12 02:14:00",149342,"0.000","0.061","0.160","0.048","8.1","769.9","89.7"
"2022-01-12 02:15:00",149343,"0.000","0.060","0.158","0.048","8.1","769.8","89.7"
"2022-01-12 02:16:00",149344,"0.001","0.060","0.155","0.048","8.1","769.8","89.7"
"2022-01-12 02:17:00",149345,"0.001","0.059","0.154","0.048","8.1","769.8","89.9"
"2022-01-12 02:18:00",149346,"0.001","0.059","0.152","0.048","8.1","769.8","90.2"
"2022-01-12 02:19:00",149347,"0.001","0.059","0.152","0.048","8.1","769.8","90.3"
