"TOA5","8543","CR1000X","8543","CR1000X.Std.05.01","CPU:Est_meteo1.CR1X","5308","Gases"
"TIMESTAMP","RECORD","NO2","SO2","CO","O3","T_air","P_atm_q","H_R"
"TS","RN","ppm","ppm","ppm","ppm","Deg C","mbar","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-01 00:00:00",133368,"0.027","0.112","0.621","0.045","13.1","765.6","62.3"
"2022-01-01 00:01:00",133369,"0.026","0.111","0.609","0.045","13.0","765.7","61.8"
"2022-01-01 00:02:00",133370,"0.026","0.110","0.595","0.045","13.0","765.7","61.4"
"2022-01-01 00:03:00",133371,"0.025","0.109","0.583","0.046","12.9","765.7","61.8"
"2022-01-01 00:04:00",133372,"0.025","0.108","0.572","0.046","12.8","765.7","62.7"
"2022-01-01 00:05:00",133373,"0.022","0.108","0.563","0.047","12.9","765.7","63.6"
"2022-01-01 00:06:00",133374,"0.022","0.108","0.555","0.050","13.1","765.7","63.7"
"2022-01-01 00:07:00",133375,"0.022","0.108","0.544","0.049","13.1","765.7","63.5"
"2022-01-01 00:08:00",133376,"0.022","0.108","0.535","0.050","13.1","765.7","63.6"
"2022-01-01 00:09:00",133377,"0.022","0.108","0.531","0.050","13.1","765.7","64.2"
"2022-01-01 00:10:00",133378,"0.023","0.108","0.527","0.050","13.3","765.6","63.9"
"2022-01-01 00:11:00",133379,"0.022","0.108","0.518","0.049","13.3","765.7","63.5"
"2022-01-01 00:12:00",133380,"0.022","0.108","0.509","0.050","13.2","765.7","63.6"
"2022-01-01 00:13:00",133381,"0.022","0.108","0.504","0.050","13.2","765.7","63.9"
"2022-01-01 00:14:00",133382,"0.022","0.109","0.504","0.050","13.0","765.7","64.7"
"2022-01-01 00:15:00",133383,"0.023","0.110","0.503","0.050","13.0","765.7","65.2"
"2022-01-01 00:16:00",133384,"0.023","0.110","0.506","0.050","12.9","765.7","65.6"
"2022-01-01 00:17:00",133385,"0.023","0.111","0.510","0.049","12.9","765.7","66.0"
"2022-01-01 00:18:00",133386,"0.024","0.111","0.516","0.049","12.9","765.7","66.2"
"2022-01-01 00:19:00",133387,"0.024","0.111","0.524","0.048","12.9","765.7","66.3"
"2022-01-01 00:20:00",133388,"0.024","0.111","0.530","0.048","13.0","765.6","66.1"
"2022-01-01 00:21:00",133389,"0.024","0.112","0.532","0.047","13.0","765.7","65.2"
"2022-01-01 00:22:00",133390,"0.023","0.112","0.532","0.047","12.9","765.7","64.9"
"2022-01-01 00:23:00",133391,"0.023","0.112","0.528","0.048","12.9","765.7","63.7"
"2022-01-01 00:24:00",133392,"0.026","0.112","0.522","0.048","13.2","765.8","62.8"
"2022-01-01 00:25:00",133393,"0.026","0.111","0.515","0.046","13.0","765.7","62.8"
"2022-01-01 00:26:00",133394,"0.026","0.110","0.508","0.046","12.9","765.7","62.2"
"2022-01-01 00:27:00",133395,"0.025","0.110","0.501","0.046","13.0","765.7","61.8"
"2022-01-01 00:28:00",133396,"0.025","0.109","0.490","0.046","12.7","765.7","62.9"
"2022-01-01 00:29:00",133397,"0.025","0.108","0.484","0.047","12.9","765.7","62.9"
"2022-01-01 00:30:00",133398,"0.024","0.108","0.480","0.047","12.9","765.6","61.8"
"2022-01-01 00:31:00",133399,"0.023","0.107","0.474","0.047","12.9","765.7","61.9"
"2022-01-01 00:32:00",133400,"0.023","0.107","0.468","0.048","12.9","765.7","62.1"
"2022-01-01 00:33:00",133401,"0.023","0.107","0.468","0.048","12.8","765.7","62.4"
"2022-01-01 00:34:00",133402,"0.022","0.107","0.468","0.048","12.7","765.7","62.7"
"2022-01-01 00:35:00",133403,"0.022","0.107","0.468","0.048","12.7","765.7","62.9"
"2022-01-01 00:36:00",133404,"0.019","0.107","0.469","0.048","12.6","765.7","63.3"
"2022-01-01 00:37:00",133405,"0.019","0.107","0.472","0.053","12.5","765.7","63.3"
"2022-01-01 00:38:00",133406,"0.019","0.107","0.480","0.052","12.6","765.7","63.0"
"2022-01-01 00:39:00",133407,"0.019","0.108","0.488","0.052","12.5","765.7","63.2"
"2022-01-01 00:40:00",133408,"0.023","0.107","0.491","0.052","12.7","765.6","62.7"
"2022-01-01 00:41:00",133409,"0.022","0.107","0.491","0.048","12.6","765.7","62.9"
"2022-01-01 00:42:00",133410,"0.018","0.107","0.488","0.048","12.5","765.7","63.0"
"2022-01-01 00:43:00",133411,"0.018","0.107","0.484","0.053","12.5","765.7","63.1"
"2022-01-01 00:44:00",133412,"0.018","0.107","0.483","0.054","12.4","765.7","63.9"
"2022-01-01 00:45:00",133413,"0.018","0.107","0.483","0.054","12.3","765.7","64.1"
"2022-01-01 00:46:00",133414,"0.018","0.107","0.482","0.054","12.3","765.7","64.3"
"2022-01-01 00:47:00",133415,"0.018","0.107","0.480","0.055","12.2","765.7","65.0"
"2022-01-01 00:48:00",133416,"0.018","0.107","0.478","0.055","12.2","765.7","65.0"
"2022-01-01 00:49:00",133417,"0.018","0.107","0.479","0.055","12.3","765.7","64.7"
"2022-01-01 00:50:00",133418,"0.018","0.107","0.475","0.056","12.1","765.6","65.1"
"2022-01-01 00:51:00",133419,"0.018","0.107","0.474","0.056","12.3","765.7","64.6"
"2022-01-01 00:52:00",133420,"0.018","0.107","0.470","0.056","12.6","765.7","63.6"
"2022-01-01 00:53:00",133421,"0.017","0.107","0.462","0.057","12.5","765.7","63.4"
"2022-01-01 00:54:00",133422,"0.017","0.106","0.454","0.058","12.3","765.7","63.8"
"2022-01-01 00:55:00",133423,"0.017","0.106","0.449","0.058","12.5","765.7","63.3"
"2022-01-01 00:56:00",133424,"0.017","0.106","0.444","0.058","12.5","765.7","63.2"
"2022-01-01 00:57:00",133425,"0.017","0.106","0.440","0.059","12.5","765.7","63.1"
"2022-01-01 00:58:00",133426,"0.017","0.106","0.438","0.059","12.5","765.7","63.1"
"2022-01-01 00:59:00",133427,"0.016","0.106","0.435","0.060","12.4","765.7","63.2"
"2022-01-01 01:00:00",133428,"0.016","0.106","0.433","0.060","12.4","765.5","63.4"
"2022-01-01 01:01:00",133429,"0.016","0.106","0.430","0.060","12.3","765.7","63.8"
"2022-01-01 01:02:00",133430,"0.016","0.106","0.428","0.061","12.1","765.7","64.4"
"2022-01-01 01:03:00",133431,"0.017","0.106","0.428","0.061","12.1","765.7","64.7"
"2022-01-01 01:04:00",133432,"0.016","0.107","0.428","0.061","12.1","765.7","64.7"
"2022-01-01 01:05:00",133433,"0.016","0.107","0.427","0.062","12.2","765.6","64.8"
"2022-01-01 01:06:00",133434,"0.016","0.107","0.424","0.062","12.1","765.6","65.0"
"2022-01-01 01:07:00",133435,"0.016","0.107","0.423","0.062","12.0","765.6","65.4"
"2022-01-01 01:08:00",133436,"0.016","0.107","0.423","0.062","12.1","765.6","65.6"
"2022-01-01 01:09:00",133437,"0.016","0.107","0.422","0.062","12.1","765.6","65.6"
"2022-01-01 01:10:00",133438,"0.015","0.108","0.420","0.062","12.2","765.5","65.4"
"2022-01-01 01:11:00",133439,"0.015","0.108","0.417","0.062","12.1","765.6","65.2"
"2022-01-01 01:12:00",133440,"0.016","0.108","0.415","0.062","12.1","765.6","65.2"
"2022-01-01 01:13:00",133441,"0.016","0.108","0.415","0.061","12.1","765.6","65.0"
"2022-01-01 01:14:00",133442,"0.016","0.108","0.417","0.060","12.0","765.6","65.3"
"2022-01-01 01:15:00",133443,"0.017","0.108","0.419","0.059","12.0","765.6","65.6"
"2022-01-01 01:16:00",133444,"0.017","0.109","0.421","0.058","12.1","765.5","65.5"
"2022-01-01 01:17:00",133445,"0.017","0.109","0.425","0.059","12.0","765.5","65.5"
"2022-01-01 01:18:00",133446,"0.017","0.109","0.426","0.058","12.1","765.5","65.2"
"2022-01-01 01:19:00",133447,"0.017","0.108","0.427","0.058","12.0","765.5","65.5"
"2022-01-01 01:20:00",133448,"0.017","0.108","0.429","0.059","12.1","765.4","65.5"
"2022-01-01 01:21:00",133449,"0.017","0.108","0.432","0.059","12.1","765.5","65.3"
"2022-01-01 01:22:00",133450,"0.017","0.108","0.435","0.058","11.9","765.5","65.6"
"2022-01-01 01:23:00",133451,"0.017","0.108","0.439","0.058","12.1","765.4","65.3"
"2022-01-01 01:24:00",133452,"0.017","0.108","0.441","0.059","11.9","765.4","65.5"
"2022-01-01 01:25:00",133453,"0.018","0.108","0.443","0.059","11.8","765.4","66.0"
"2022-01-01 01:26:00",133454,"0.018","0.108","0.445","0.058","11.8","765.4","66.2"
"2022-01-01 01:27:00",133455,"0.018","0.108","0.447","0.058","11.7","765.4","66.4"
"2022-01-01 01:28:00",133456,"0.017","0.109","0.451","0.058","11.7","765.4","66.8"
"2022-01-01 01:29:00",133457,"0.017","0.109","0.453","0.059","11.7","765.4","66.8"
"2022-01-01 01:30:00",133458,"0.017","0.109","0.455","0.059","11.6","765.3","67.1"
"2022-01-01 01:31:00",133459,"0.017","0.109","0.456","0.060","11.7","765.4","67.2"
"2022-01-01 01:32:00",133460,"0.017","0.110","0.456","0.060","11.7","765.4","67.4"
"2022-01-01 01:33:00",133461,"0.017","0.110","0.458","0.060","11.6","765.4","67.5"
"2022-01-01 01:34:00",133462,"0.017","0.110","0.458","0.060","11.7","765.4","67.4"
"2022-01-01 01:35:00",133463,"0.017","0.110","0.459","0.059","11.7","765.4","67.5"
"2022-01-01 01:36:00",133464,"0.017","0.110","0.459","0.059","11.7","765.4","67.4"
"2022-01-01 01:37:00",133465,"0.017","0.110","0.459","0.059","11.7","765.4","67.4"
"2022-01-01 01:38:00",133466,"0.017","0.110","0.458","0.059","11.7","765.3","67.3"
"2022-01-01 01:39:00",133467,"0.017","0.110","0.458","0.059","11.7","765.3","67.3"
"2022-01-01 01:40:00",133468,"0.017","0.110","0.457","0.059","11.7","765.2","67.1"
"2022-01-01 01:41:00",133469,"0.017","0.110","0.456","0.059","11.9","765.3","66.7"
"2022-01-01 01:42:00",133470,"0.017","0.110","0.454","0.059","11.8","765.3","66.5"
"2022-01-01 01:43:00",133471,"0.017","0.110","0.452","0.059","11.8","765.3","66.4"
"2022-01-01 01:44:00",133472,"0.016","0.110","0.450","0.060","11.9","765.3","66.4"
"2022-01-01 01:45:00",133473,"0.016","0.110","0.449","0.061","11.8","765.3","66.7"
"2022-01-01 01:46:00",133474,"0.017","0.110","0.451","0.061","11.8","765.3","66.7"
"2022-01-01 01:47:00",133475,"0.017","0.111","0.456","0.061","11.8","765.3","66.7"
"2022-01-01 01:48:00",133476,"0.017","0.111","0.462","0.060","11.7","765.3","66.8"
"2022-01-01 01:49:00",133477,"0.017","0.111","0.468","0.060","11.6","765.3","67.1"
"2022-01-01 01:50:00",133478,"0.017","0.111","0.471","0.060","11.7","765.1","67.2"
"2022-01-01 01:51:00",133479,"0.017","0.111","0.473","0.060","11.6","765.2","67.3"
"2022-01-01 01:52:00",133480,"0.017","0.111","0.475","0.059","11.7","765.2","67.3"
"2022-01-01 01:53:00",133481,"0.017","0.112","0.477","0.060","11.6","765.2","67.4"
"2022-01-01 01:54:00",133482,"0.016","0.111","0.476","0.060","11.7","765.2","66.9"
"2022-01-01 01:55:00",133483,"0.016","0.112","0.475","0.061","11.6","765.2","66.9"
"2022-01-01 01:56:00",133484,"0.016","0.112","0.472","0.063","11.6","765.2","66.8"
"2022-01-01 01:57:00",133485,"0.015","0.112","0.469","0.063","11.7","765.2","66.6"
"2022-01-01 01:58:00",133486,"0.015","0.112","0.466","0.063","11.7","765.2","66.4"
"2022-01-01 01:59:00",133487,"0.015","0.112","0.463","0.065","11.7","765.2","66.2"
"2022-01-01 02:00:00",133488,"0.015","0.112","0.461","0.065","11.7","765.0","66.2"
"2022-01-01 02:01:00",133489,"0.015","0.112","0.459","0.065","11.8","765.2","65.8"
"2022-01-01 02:02:00",133490,"0.015","0.112","0.458","0.065","11.7","765.1","65.8"
"2022-01-01 02:03:00",133491,"0.015","0.112","0.459","0.066","11.7","765.1","65.8"
"2022-01-01 02:04:00",133492,"0.015","0.112","0.460","0.067","11.7","765.1","66.1"
"2022-01-01 02:05:00",133493,"0.015","0.112","0.461","0.067","11.7","765.1","65.8"
"2022-01-01 02:06:00",133494,"0.015","0.112","0.462","0.067","11.6","765.1","66.0"
"2022-01-01 02:07:00",133495,"0.015","0.112","0.463","0.066","11.7","765.1","65.7"
"2022-01-01 02:08:00",133496,"0.015","0.112","0.464","0.066","11.7","765.1","65.5"
"2022-01-01 02:09:00",133497,"0.015","0.112","0.464","0.065","11.7","765.1","65.5"
"2022-01-01 02:10:00",133498,"0.015","0.112","0.465","0.065","11.7","764.9","65.4"
"2022-01-01 02:11:00",133499,"0.015","0.111","0.468","0.065","11.7","765.1","65.3"
"2022-01-01 02:12:00",133500,"0.015","0.111","0.471","0.064","11.7","765.1","65.4"
"2022-01-01 02:13:00",133501,"0.015","0.111","0.473","0.065","11.7","765.1","65.5"
"2022-01-01 02:14:00",133502,"0.015","0.111","0.474","0.065","11.7","765.1","65.4"
"2022-01-01 02:15:00",133503,"0.015","0.112","0.474","0.066","11.6","765.1","65.5"
"2022-01-01 02:16:00",133504,"0.015","0.112","0.475","0.066","11.6","765.1","65.5"
"2022-01-01 02:17:00",133505,"0.015","0.112","0.475","0.067","11.6","765.1","65.3"
"2022-01-01 02:18:00",133506,"0.014","0.112","0.475","0.067","11.6","765.1","65.5"
"2022-01-01 02:19:00",133507,"0.014","0.111","0.475","0.068","11.6","765.1","65.3"
