"TOA5","8543","CR1000X","8543","CR1000X.Std.05.01","CPU:Est_meteo1.CR1X","5308","Gases"
"TIMESTAMP","RECORD","NO2","SO2","CO","O3","T_air","P_atm_q","H_R"
"TS","RN","ppm","ppm","ppm","ppm","Deg C","mbar","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-16 00:00:00",154968,"0.023","0.047","0.272","0.052","12.0","766.3","56.5"
"2022-01-16 00:01:00",154969,"0.024","0.047","0.269","0.052","11.9","766.2","56.6"
"2022-01-16 00:02:00",154970,"0.024","0.047","0.266","0.051","12.0","766.3","56.6"
"2022-01-16 00:03:00",154971,"0.024","0.047","0.263","0.051","11.9","766.3","56.8"
"2022-01-16 00:04:00",154972,"0.024","0.048","0.264","0.051","11.8","766.3","57.0"
"2022-01-16 00:05:00",154973,"0.024","0.048","0.266","0.051","11.8","766.3","57.2"
"2022-01-16 00:06:00",154974,"0.024","0.048","0.267","0.051","11.7","766.3","57.4"
"2022-01-16 00:07:00",154975,"0.024","0.047","0.268","0.051","11.7","766.3","57.4"
"2022-01-16 00:08:00",154976,"0.024","0.047","0.269","0.051","11.7","766.3","57.6"
"2022-01-16 00:09:00",154977,"0.024","0.048","0.270","0.050","11.8","766.3","57.6"
"2022-01-16 00:10:00",154978,"0.024","0.048","0.271","0.051","11.7","766.3","57.8"
"2022-01-16 00:11:00",154979,"0.024","0.048","0.275","0.049","11.7","766.2","58.0"
"2022-01-16 00:12:00",154980,"0.024","0.048","0.280","0.048","11.7","766.3","58.2"
"2022-01-16 00:13:00",154981,"0.024","0.049","0.286","0.048","11.7","766.3","58.3"
"2022-01-16 00:14:00",154982,"0.024","0.050","0.291","0.048","11.7","766.3","58.3"
"2022-01-16 00:15:00",154983,"0.024","0.051","0.295","0.048","11.7","766.3","58.6"
"2022-01-16 00:16:00",154984,"0.024","0.051","0.297","0.048","11.7","766.3","58.8"
"2022-01-16 00:17:00",154985,"0.024","0.052","0.300","0.047","11.5","766.3","58.9"
"2022-01-16 00:18:00",154986,"0.024","0.051","0.303","0.048","11.6","766.3","58.8"
"2022-01-16 00:19:00",154987,"0.024","0.051","0.306","0.048","11.6","766.3","58.9"
"2022-01-16 00:20:00",154988,"0.024","0.051","0.311","0.047","11.6","766.2","58.6"
"2022-01-16 00:21:00",154989,"0.025","0.051","0.316","0.047","11.6","766.1","58.5"
"2022-01-16 00:22:00",154990,"0.026","0.050","0.319","0.047","11.5","766.2","58.5"
"2022-01-16 00:23:00",154991,"0.025","0.050","0.321","0.046","11.6","766.2","58.5"
"2022-01-16 00:24:00",154992,"0.024","0.050","0.324","0.047","11.6","766.2","58.5"
"2022-01-16 00:25:00",154993,"0.024","0.050","0.326","0.047","11.6","766.2","58.8"
"2022-01-16 00:26:00",154994,"0.024","0.051","0.328","0.047","11.4","766.2","59.4"
"2022-01-16 00:27:00",154995,"0.025","0.051","0.336","0.047","11.4","766.2","59.9"
"2022-01-16 00:28:00",154996,"0.026","0.048","0.348","0.047","11.3","766.2","60.4"
"2022-01-16 00:29:00",154997,"0.026","0.050","0.356","0.047","11.2","766.2","61.1"
"2022-01-16 00:30:00",154998,"0.026","0.050","0.361","0.047","11.2","766.2","61.6"
"2022-01-16 00:31:00",154999,"0.026","0.050","0.362","0.047","11.1","766.1","61.7"
"2022-01-16 00:32:00",155000,"0.026","0.050","0.360","0.047","11.1","766.3","62.1"
"2022-01-16 00:33:00",155001,"0.026","0.051","0.360","0.047","11.1","766.3","62.2"
"2022-01-16 00:34:00",155002,"0.026","0.053","0.358","0.047","11.1","766.3","62.3"
"2022-01-16 00:35:00",155003,"0.026","0.053","0.357","0.048","11.0","766.3","62.4"
"2022-01-16 00:36:00",155004,"0.025","0.053","0.355","0.048","11.0","766.3","62.6"
"2022-01-16 00:37:00",155005,"0.021","0.054","0.352","0.048","10.9","766.3","63.1"
"2022-01-16 00:38:00",155006,"0.021","0.054","0.351","0.053","10.9","766.3","63.6"
"2022-01-16 00:39:00",155007,"0.021","0.055","0.349","0.054","10.8","766.3","64.2"
"2022-01-16 00:40:00",155008,"0.021","0.055","0.346","0.054","10.7","766.3","64.9"
"2022-01-16 00:41:00",155009,"0.021","0.056","0.341","0.054","10.7","766.1","65.8"
"2022-01-16 00:42:00",155010,"0.021","0.056","0.339","0.054","10.7","766.2","66.4"
"2022-01-16 00:43:00",155011,"0.021","0.056","0.336","0.053","10.7","766.3","66.7"
"2022-01-16 00:44:00",155012,"0.021","0.057","0.334","0.054","10.6","766.3","67.5"
"2022-01-16 00:45:00",155013,"0.022","0.054","0.329","0.055","10.5","766.2","68.1"
"2022-01-16 00:46:00",155014,"0.022","0.054","0.327","0.054","10.5","766.3","68.4"
"2022-01-16 00:47:00",155015,"0.022","0.054","0.325","0.053","10.6","766.2","68.5"
"2022-01-16 00:48:00",155016,"0.022","0.054","0.323","0.053","10.6","766.2","68.5"
"2022-01-16 00:49:00",155017,"0.022","0.054","0.322","0.053","10.5","766.2","68.4"
"2022-01-16 00:50:00",155018,"0.022","0.054","0.322","0.053","10.5","766.2","68.3"
"2022-01-16 00:51:00",155019,"0.022","0.055","0.321","0.054","10.5","766.1","68.6"
"2022-01-16 00:52:00",155020,"0.022","0.054","0.321","0.054","10.5","766.2","68.6"
"2022-01-16 00:53:00",155021,"0.021","0.054","0.320","0.054","10.6","766.3","68.5"
"2022-01-16 00:54:00",155022,"0.021","0.054","0.318","0.054","10.4","766.3","68.6"
"2022-01-16 00:55:00",155023,"0.021","0.055","0.317","0.054","10.4","766.3","68.8"
"2022-01-16 00:56:00",155024,"0.021","0.055","0.316","0.054","10.3","766.3","69.0"
"2022-01-16 00:57:00",155025,"0.021","0.056","0.315","0.054","10.3","766.3","69.4"
"2022-01-16 00:58:00",155026,"0.021","0.056","0.316","0.053","10.1","766.3","69.8"
"2022-01-16 00:59:00",155027,"0.021","0.057","0.319","0.053","10.1","766.3","70.1"
"2022-01-16 01:00:00",155028,"0.021","0.056","0.322","0.053","10.1","766.3","70.0"
"2022-01-16 01:01:00",155029,"0.021","0.056","0.325","0.054","10.2","766.2","69.6"
"2022-01-16 01:02:00",155030,"0.021","0.057","0.327","0.053","10.2","766.3","69.2"
"2022-01-16 01:03:00",155031,"0.021","0.057","0.329","0.053","10.2","766.3","69.0"
"2022-01-16 01:04:00",155032,"0.021","0.057","0.329","0.053","10.3","766.3","68.7"
"2022-01-16 01:05:00",155033,"0.020","0.057","0.329","0.053","10.3","766.3","68.2"
"2022-01-16 01:06:00",155034,"0.020","0.057","0.328","0.053","10.3","766.3","68.0"
"2022-01-16 01:07:00",155035,"0.020","0.061","0.329","0.054","10.3","766.3","67.9"
"2022-01-16 01:08:00",155036,"0.020","0.057","0.326","0.054","10.3","766.3","68.0"
"2022-01-16 01:09:00",155037,"0.020","0.057","0.327","0.054","10.3","766.3","68.1"
"2022-01-16 01:10:00",155038,"0.020","0.057","0.327","0.054","10.4","766.3","68.1"
"2022-01-16 01:11:00",155039,"0.020","0.062","0.330","0.054","10.4","766.2","67.9"
"2022-01-16 01:12:00",155040,"0.019","0.057","0.327","0.054","10.3","766.3","68.0"
"2022-01-16 01:13:00",155041,"0.018","0.058","0.327","0.054","10.3","766.3","68.0"
"2022-01-16 01:14:00",155042,"0.018","0.058","0.328","0.055","10.3","766.3","68.1"
"2022-01-16 01:15:00",155043,"0.018","0.063","0.332","0.055","10.3","766.3","67.9"
"2022-01-16 01:16:00",155044,"0.018","0.062","0.333","0.054","10.2","766.2","67.9"
"2022-01-16 01:17:00",155045,"0.019","0.057","0.332","0.054","10.2","766.2","68.1"
"2022-01-16 01:18:00",155046,"0.019","0.057","0.334","0.053","10.2","766.2","68.1"
"2022-01-16 01:19:00",155047,"0.019","0.057","0.336","0.054","10.3","766.2","68.2"
"2022-01-16 01:20:00",155048,"0.019","0.057","0.338","0.054","10.2","766.2","68.0"
"2022-01-16 01:21:00",155049,"0.020","0.057","0.340","0.054","10.1","766.0","68.0"
"2022-01-16 01:22:00",155050,"0.020","0.057","0.343","0.054","10.1","766.2","68.1"
"2022-01-16 01:23:00",155051,"0.020","0.057","0.347","0.053","10.0","766.1","68.5"
"2022-01-16 01:24:00",155052,"0.020","0.057","0.354","0.054","10.1","766.1","68.5"
"2022-01-16 01:25:00",155053,"0.020","0.057","0.363","0.054","10.1","766.1","68.4"
"2022-01-16 01:26:00",155054,"0.020","0.057","0.370","0.053","10.1","766.1","68.5"
"2022-01-16 01:27:00",155055,"0.020","0.059","0.378","0.053","10.0","766.0","68.5"
"2022-01-16 01:28:00",155056,"0.020","0.059","0.383","0.053","10.1","766.0","68.2"
"2022-01-16 01:29:00",155057,"0.020","0.064","0.390","0.053","10.1","766.0","67.9"
"2022-01-16 01:30:00",155058,"0.020","0.064","0.396","0.053","10.1","766.0","67.4"
"2022-01-16 01:31:00",155059,"0.020","0.064","0.403","0.053","10.1","765.8","67.4"
"2022-01-16 01:32:00",155060,"0.020","0.064","0.412","0.053","10.1","766.0","67.4"
"2022-01-16 01:33:00",155061,"0.020","0.063","0.421","0.054","10.2","766.0","66.9"
"2022-01-16 01:34:00",155062,"0.019","0.063","0.426","0.054","10.2","766.0","66.9"
"2022-01-16 01:35:00",155063,"0.019","0.063","0.433","0.054","10.3","766.0","66.9"
"2022-01-16 01:36:00",155064,"0.018","0.064","0.442","0.054","10.3","766.1","66.8"
"2022-01-16 01:37:00",155065,"0.018","0.064","0.451","0.054","10.3","766.1","66.7"
"2022-01-16 01:38:00",155066,"0.017","0.065","0.456","0.055","10.3","766.1","66.7"
"2022-01-16 01:39:00",155067,"0.017","0.066","0.458","0.056","10.3","766.2","66.7"
"2022-01-16 01:40:00",155068,"0.017","0.067","0.463","0.056","10.3","766.1","66.7"
"2022-01-16 01:41:00",155069,"0.018","0.068","0.468","0.056","10.3","766.0","66.7"
"2022-01-16 01:42:00",155070,"0.018","0.068","0.473","0.055","10.2","766.1","67.0"
"2022-01-16 01:43:00",155071,"0.018","0.064","0.474","0.056","10.1","766.1","68.0"
"2022-01-16 01:44:00",155072,"0.018","0.065","0.478","0.057","10.1","766.1","68.7"
"2022-01-16 01:45:00",155073,"0.019","0.065","0.482","0.056","10.1","766.1","69.1"
"2022-01-16 01:46:00",155074,"0.018","0.066","0.485","0.055","10.1","766.0","68.9"
"2022-01-16 01:47:00",155075,"0.018","0.066","0.486","0.056","10.1","765.8","68.9"
"2022-01-16 01:48:00",155076,"0.018","0.067","0.487","0.055","10.1","765.7","69.1"
"2022-01-16 01:49:00",155077,"0.018","0.067","0.486","0.055","10.1","765.6","68.9"
"2022-01-16 01:50:00",155078,"0.018","0.067","0.484","0.055","10.1","765.5","68.7"
"2022-01-16 01:51:00",155079,"0.018","0.065","0.480","0.055","10.2","765.4","68.7"
"2022-01-16 01:52:00",155080,"0.018","0.065","0.477","0.055","10.2","765.4","68.7"
"2022-01-16 01:53:00",155081,"0.017","0.066","0.475","0.056","10.1","765.4","68.7"
"2022-01-16 01:54:00",155082,"0.017","0.065","0.473","0.056","10.1","765.4","68.7"
"2022-01-16 01:55:00",155083,"0.017","0.065","0.472","0.056","10.1","765.4","68.8"
"2022-01-16 01:56:00",155084,"0.017","0.066","0.471","0.056","10.2","765.5","68.9"
"2022-01-16 01:57:00",155085,"0.018","0.067","0.471","0.057","10.1","765.5","69.1"
"2022-01-16 01:58:00",155086,"0.017","0.067","0.471","0.056","10.1","765.5","69.2"
"2022-01-16 01:59:00",155087,"0.017","0.068","0.471","0.056","10.0","765.5","69.6"
"2022-01-16 02:00:00",155088,"0.016","0.068","0.470","0.056","10.1","765.4","69.6"
"2022-01-16 02:01:00",155089,"0.014","0.069","0.469","0.058","10.1","765.2","69.6"
"2022-01-16 02:02:00",155090,"0.014","0.068","0.467","0.060","10.2","765.3","69.5"
"2022-01-16 02:03:00",155091,"0.014","0.069","0.467","0.060","10.2","765.3","69.4"
"2022-01-16 02:04:00",155092,"0.014","0.069","0.466","0.062","10.2","765.4","69.3"
"2022-01-16 02:05:00",155093,"0.014","0.070","0.466","0.062","10.1","765.4","69.6"
"2022-01-16 02:06:00",155094,"0.014","0.071","0.466","0.062","10.1","765.3","69.9"
"2022-01-16 02:07:00",155095,"0.014","0.071","0.468","0.060","10.1","765.3","70.0"
"2022-01-16 02:08:00",155096,"0.014","0.072","0.468","0.061","10.0","765.3","70.0"
"2022-01-16 02:09:00",155097,"0.014","0.072","0.468","0.061","10.0","765.4","70.5"
"2022-01-16 02:10:00",155098,"0.014","0.072","0.467","0.061","10.0","765.4","70.6"
"2022-01-16 02:11:00",155099,"0.015","0.070","0.467","0.060","9.8","765.3","70.7"
"2022-01-16 02:12:00",155100,"0.016","0.070","0.465","0.059","9.8","765.5","71.0"
"2022-01-16 02:13:00",155101,"0.016","0.069","0.468","0.058","9.7","765.4","71.4"
"2022-01-16 02:14:00",155102,"0.016","0.069","0.469","0.058","9.8","765.3","71.2"
"2022-01-16 02:15:00",155103,"0.016","0.068","0.470","0.058","9.9","765.3","70.9"
"2022-01-16 02:16:00",155104,"0.017","0.067","0.466","0.058","9.8","765.4","71.0"
"2022-01-16 02:17:00",155105,"0.017","0.067","0.460","0.057","9.9","765.5","71.6"
"2022-01-16 02:18:00",155106,"0.017","0.066","0.448","0.057","9.9","765.5","71.8"
"2022-01-16 02:19:00",155107,"0.018","0.065","0.435","0.055","10.0","765.5","72.1"
