"TOA5","8543","CR1000X","8543","CR1000X.Std.05.01","CPU:Est_meteo1.CR1X","5308","Gases"
"TIMESTAMP","RECORD","NO2","SO2","CO","O3","T_air","P_atm_q","H_R"
"TS","RN","ppm","ppm","ppm","ppm","Deg C","mbar","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-01-04 00:00:00",137688,"0.041","0.109","0.404","0.007","12.1","769.7","77.0"
"2022-01-04 00:01:00",137689,"0.041","0.108","0.404","0.006","12.1","769.9","77.0"
"2022-01-04 00:02:00",137690,"0.041","0.108","0.405","0.005","12.1","769.9","77.0"
"2022-01-04 00:03:00",137691,"0.041","0.107","0.405","0.005","12.1","769.9","77.1"
"2022-01-04 00:04:00",137692,"0.041","0.107","0.406","0.006","12.0","769.9","77.3"
"2022-01-04 00:05:00",137693,"0.041","0.106","0.408","0.006","12.0","769.8","77.4"
"2022-01-04 00:06:00",137694,"0.041","0.106","0.408","0.007","12.1","769.9","77.3"
"2022-01-04 00:07:00",137695,"0.041","0.106","0.405","0.007","12.0","769.9","77.3"
"2022-01-04 00:08:00",137696,"0.041","0.106","0.401","0.007","12.1","769.8","77.2"
"2022-01-04 00:09:00",137697,"0.040","0.105","0.398","0.007","12.1","769.8","77.1"
"2022-01-04 00:10:00",137698,"0.040","0.105","0.394","0.007","12.1","769.7","77.2"
"2022-01-04 00:11:00",137699,"0.040","0.104","0.391","0.007","12.1","769.8","77.1"
"2022-01-04 00:12:00",137700,"0.040","0.104","0.388","0.007","12.0","769.8","77.1"
"2022-01-04 00:13:00",137701,"0.040","0.103","0.387","0.008","12.0","769.8","77.2"
"2022-01-04 00:14:00",137702,"0.040","0.103","0.387","0.008","12.0","769.8","77.2"
"2022-01-04 00:15:00",137703,"0.040","0.103","0.387","0.007","12.1","769.8","77.1"
"2022-01-04 00:16:00",137704,"0.039","0.103","0.386","0.006","12.1","769.8","77.0"
"2022-01-04 00:17:00",137705,"0.039","0.103","0.384","0.007","12.0","769.8","77.0"
"2022-01-04 00:18:00",137706,"0.039","0.103","0.382","0.007","12.0","769.8","77.1"
"2022-01-04 00:19:00",137707,"0.039","0.103","0.380","0.007","12.0","769.8","77.0"
"2022-01-04 00:20:00",137708,"0.039","0.105","0.379","0.008","12.0","769.6","76.9"
"2022-01-04 00:21:00",137709,"0.040","0.104","0.375","0.008","12.0","769.7","76.8"
"2022-01-04 00:22:00",137710,"0.039","0.105","0.373","0.007","11.9","769.8","76.9"
"2022-01-04 00:23:00",137711,"0.039","0.102","0.369","0.009","11.9","769.7","77.0"
"2022-01-04 00:24:00",137712,"0.039","0.102","0.369","0.010","11.9","769.8","77.0"
"2022-01-04 00:25:00",137713,"0.039","0.101","0.367","0.010","11.9","769.7","77.1"
"2022-01-04 00:26:00",137714,"0.039","0.101","0.365","0.010","11.8","769.7","77.3"
"2022-01-04 00:27:00",137715,"0.039","0.101","0.363","0.010","11.8","769.7","77.4"
"2022-01-04 00:28:00",137716,"0.039","0.100","0.360","0.009","11.9","769.7","77.1"
"2022-01-04 00:29:00",137717,"0.039","0.100","0.360","0.009","11.9","769.7","77.1"
"2022-01-04 00:30:00",137718,"0.039","0.100","0.356","0.009","11.8","769.7","77.2"
"2022-01-04 00:31:00",137719,"0.039","0.099","0.352","0.010","11.7","769.6","77.5"
"2022-01-04 00:32:00",137720,"0.039","0.099","0.347","0.009","11.8","769.7","77.5"
"2022-01-04 00:33:00",137721,"0.039","0.099","0.340","0.009","11.8","769.7","77.5"
"2022-01-04 00:34:00",137722,"0.038","0.098","0.333","0.009","11.8","769.7","77.3"
"2022-01-04 00:35:00",137723,"0.038","0.098","0.326","0.009","11.8","769.7","77.1"
"2022-01-04 00:36:00",137724,"0.038","0.097","0.318","0.010","11.8","769.7","77.1"
"2022-01-04 00:37:00",137725,"0.038","0.099","0.313","0.011","11.8","769.7","76.9"
"2022-01-04 00:38:00",137726,"0.038","0.098","0.305","0.009","11.9","769.7","76.9"
"2022-01-04 00:39:00",137727,"0.038","0.097","0.298","0.009","11.8","769.7","76.7"
"2022-01-04 00:40:00",137728,"0.038","0.097","0.291","0.010","11.8","769.7","76.8"
"2022-01-04 00:41:00",137729,"0.038","0.096","0.284","0.010","11.8","769.6","76.8"
"2022-01-04 00:42:00",137730,"0.038","0.096","0.277","0.010","11.8","769.7","76.9"
"2022-01-04 00:43:00",137731,"0.038","0.095","0.272","0.010","11.8","769.7","76.8"
"2022-01-04 00:44:00",137732,"0.038","0.095","0.267","0.010","11.7","769.7","76.8"
"2022-01-04 00:45:00",137733,"0.039","0.094","0.262","0.011","11.8","769.7","76.9"
"2022-01-04 00:46:00",137734,"0.039","0.091","0.256","0.010","11.7","769.7","77.1"
"2022-01-04 00:47:00",137735,"0.039","0.094","0.255","0.010","11.8","769.7","76.9"
"2022-01-04 00:48:00",137736,"0.038","0.091","0.249","0.009","11.8","769.7","77.0"
"2022-01-04 00:49:00",137737,"0.038","0.094","0.248","0.010","11.7","769.7","76.9"
"2022-01-04 00:50:00",137738,"0.038","0.091","0.243","0.010","11.7","769.6","77.0"
"2022-01-04 00:51:00",137739,"0.037","0.090","0.240","0.011","11.7","769.5","77.0"
"2022-01-04 00:52:00",137740,"0.038","0.093","0.239","0.011","11.7","769.6","76.9"
"2022-01-04 00:53:00",137741,"0.038","0.093","0.236","0.010","11.7","769.7","76.8"
"2022-01-04 00:54:00",137742,"0.037","0.093","0.233","0.010","11.7","769.7","76.9"
"2022-01-04 00:55:00",137743,"0.037","0.093","0.229","0.011","11.8","769.6","76.7"
"2022-01-04 00:56:00",137744,"0.037","0.093","0.226","0.012","11.7","769.6","76.8"
"2022-01-04 00:57:00",137745,"0.037","0.093","0.223","0.013","11.8","769.7","76.7"
"2022-01-04 00:58:00",137746,"0.037","0.093","0.221","0.013","11.8","769.6","76.6"
"2022-01-04 00:59:00",137747,"0.037","0.093","0.219","0.013","11.7","769.6","76.8"
"2022-01-04 01:00:00",137748,"0.037","0.092","0.217","0.013","11.7","769.6","76.9"
"2022-01-04 01:01:00",137749,"0.037","0.090","0.214","0.013","11.7","769.5","77.0"
"2022-01-04 01:02:00",137750,"0.037","0.090","0.214","0.013","11.7","769.6","77.0"
"2022-01-04 01:03:00",137751,"0.037","0.092","0.214","0.014","11.7","769.6","76.8"
"2022-01-04 01:04:00",137752,"0.036","0.092","0.213","0.015","11.7","769.6","76.9"
"2022-01-04 01:05:00",137753,"0.036","0.090","0.208","0.017","11.7","769.6","77.0"
"2022-01-04 01:06:00",137754,"0.036","0.090","0.207","0.017","11.7","769.6","77.1"
"2022-01-04 01:07:00",137755,"0.035","0.090","0.205","0.018","11.7","769.6","77.3"
"2022-01-04 01:08:00",137756,"0.035","0.090","0.204","0.020","11.6","769.6","77.4"
"2022-01-04 01:09:00",137757,"0.035","0.090","0.203","0.021","11.6","769.6","77.3"
"2022-01-04 01:10:00",137758,"0.035","0.090","0.203","0.022","11.7","769.6","77.4"
"2022-01-04 01:11:00",137759,"0.035","0.090","0.203","0.023","11.7","769.5","77.4"
"2022-01-04 01:12:00",137760,"0.035","0.090","0.203","0.023","11.7","769.6","77.5"
"2022-01-04 01:13:00",137761,"0.034","0.091","0.205","0.023","11.7","769.6","77.7"
"2022-01-04 01:14:00",137762,"0.034","0.091","0.208","0.024","11.7","769.6","77.8"
"2022-01-04 01:15:00",137763,"0.034","0.091","0.211","0.024","11.8","769.6","77.4"
"2022-01-04 01:16:00",137764,"0.034","0.091","0.213","0.024","11.7","769.6","77.1"
"2022-01-04 01:17:00",137765,"0.034","0.091","0.213","0.024","11.7","769.6","77.7"
"2022-01-04 01:18:00",137766,"0.034","0.091","0.214","0.023","11.7","769.6","77.8"
"2022-01-04 01:19:00",137767,"0.034","0.091","0.216","0.022","11.6","769.6","77.7"
"2022-01-04 01:20:00",137768,"0.034","0.091","0.216","0.022","11.6","769.6","77.9"
"2022-01-04 01:21:00",137769,"0.034","0.091","0.215","0.022","11.5","769.5","78.1"
"2022-01-04 01:22:00",137770,"0.035","0.090","0.220","0.023","11.5","769.6","78.6"
"2022-01-04 01:23:00",137771,"0.035","0.091","0.232","0.021","11.6","769.6","78.5"
"2022-01-04 01:24:00",137772,"0.035","0.091","0.247","0.021","11.6","769.6","78.1"
"2022-01-04 01:25:00",137773,"0.035","0.091","0.259","0.020","11.6","769.6","78.0"
"2022-01-04 01:26:00",137774,"0.035","0.091","0.266","0.021","11.5","769.6","78.1"
"2022-01-04 01:27:00",137775,"0.035","0.091","0.266","0.022","11.6","769.5","77.6"
"2022-01-04 01:28:00",137776,"0.035","0.091","0.262","0.023","11.5","769.5","77.5"
"2022-01-04 01:29:00",137777,"0.035","0.091","0.257","0.024","11.4","769.5","78.1"
"2022-01-04 01:30:00",137778,"0.035","0.091","0.254","0.025","11.4","769.5","78.6"
"2022-01-04 01:31:00",137779,"0.035","0.090","0.255","0.024","11.4","769.4","78.8"
"2022-01-04 01:32:00",137780,"0.035","0.090","0.259","0.023","11.3","769.5","79.3"
"2022-01-04 01:33:00",137781,"0.035","0.090","0.261","0.023","11.3","769.5","79.5"
"2022-01-04 01:34:00",137782,"0.035","0.091","0.263","0.023","11.4","769.5","79.5"
"2022-01-04 01:35:00",137783,"0.035","0.091","0.266","0.024","11.3","769.5","79.6"
"2022-01-04 01:36:00",137784,"0.035","0.091","0.268","0.024","11.3","769.5","79.5"
"2022-01-04 01:37:00",137785,"0.034","0.091","0.269","0.024","11.2","769.5","79.5"
"2022-01-04 01:38:00",137786,"0.034","0.091","0.268","0.025","11.3","769.5","79.5"
"2022-01-04 01:39:00",137787,"0.034","0.090","0.272","0.024","11.3","769.5","79.6"
"2022-01-04 01:40:00",137788,"0.034","0.090","0.280","0.025","11.2","769.5","79.7"
"2022-01-04 01:41:00",137789,"0.033","0.091","0.283","0.026","11.2","769.4","80.1"
"2022-01-04 01:42:00",137790,"0.033","0.091","0.287","0.026","11.2","769.5","79.8"
"2022-01-04 01:43:00",137791,"0.033","0.090","0.289","0.025","11.2","769.5","79.8"
"2022-01-04 01:44:00",137792,"0.033","0.091","0.289","0.025","11.1","769.5","80.2"
"2022-01-04 01:45:00",137793,"0.033","0.091","0.290","0.026","11.2","769.5","80.1"
"2022-01-04 01:46:00",137794,"0.033","0.092","0.289","0.027","11.1","769.5","80.0"
"2022-01-04 01:47:00",137795,"0.033","0.091","0.287","0.027","11.0","769.5","80.2"
"2022-01-04 01:48:00",137796,"0.033","0.091","0.288","0.028","11.0","769.5","80.3"
"2022-01-04 01:49:00",137797,"0.032","0.091","0.294","0.028","11.2","769.5","79.6"
"2022-01-04 01:50:00",137798,"0.032","0.091","0.296","0.029","11.2","769.4","79.6"
"2022-01-04 01:51:00",137799,"0.032","0.091","0.296","0.029","11.2","769.3","79.6"
"2022-01-04 01:52:00",137800,"0.032","0.091","0.293","0.029","11.2","769.4","79.3"
"2022-01-04 01:53:00",137801,"0.032","0.091","0.289","0.029","11.1","769.4","79.4"
"2022-01-04 01:54:00",137802,"0.031","0.090","0.284","0.031","11.1","769.4","79.7"
"2022-01-04 01:55:00",137803,"0.031","0.090","0.276","0.032","10.9","769.4","80.0"
"2022-01-04 01:56:00",137804,"0.031","0.090","0.271","0.033","11.0","769.4","80.2"
"2022-01-04 01:57:00",137805,"0.030","0.091","0.264","0.033","11.1","769.4","80.0"
"2022-01-04 01:58:00",137806,"0.030","0.091","0.259","0.034","11.1","769.4","79.8"
"2022-01-04 01:59:00",137807,"0.030","0.092","0.253","0.034","11.1","769.4","79.8"
"2022-01-04 02:00:00",137808,"0.030","0.091","0.246","0.034","11.1","769.4","79.7"
"2022-01-04 02:01:00",137809,"0.031","0.091","0.239","0.034","11.1","769.3","79.4"
"2022-01-04 02:02:00",137810,"0.031","0.090","0.231","0.033","11.1","769.4","79.3"
"2022-01-04 02:03:00",137811,"0.031","0.090","0.225","0.033","11.1","769.3","79.6"
"2022-01-04 02:04:00",137812,"0.031","0.089","0.221","0.034","11.0","769.3","79.5"
"2022-01-04 02:05:00",137813,"0.031","0.090","0.218","0.035","11.0","769.3","79.7"
"2022-01-04 02:06:00",137814,"0.031","0.090","0.216","0.035","11.0","769.3","79.7"
"2022-01-04 02:07:00",137815,"0.031","0.090","0.216","0.036","11.0","769.3","79.8"
"2022-01-04 02:08:00",137816,"0.031","0.090","0.216","0.037","11.0","769.3","79.6"
"2022-01-04 02:09:00",137817,"0.031","0.089","0.216","0.038","11.1","769.3","79.4"
"2022-01-04 02:10:00",137818,"0.031","0.089","0.214","0.038","11.0","769.3","79.3"
"2022-01-04 02:11:00",137819,"0.031","0.089","0.212","0.038","10.9","769.1","79.7"
"2022-01-04 02:12:00",137820,"0.031","0.088","0.210","0.037","10.9","769.2","79.8"
"2022-01-04 02:13:00",137821,"0.031","0.089","0.210","0.036","10.9","769.2","79.9"
"2022-01-04 02:14:00",137822,"0.031","0.088","0.210","0.037","10.9","769.2","80.0"
"2022-01-04 02:15:00",137823,"0.031","0.088","0.212","0.037","10.9","769.2","80.0"
"2022-01-04 02:16:00",137824,"0.031","0.089","0.213","0.035","10.9","769.2","80.1"
"2022-01-04 02:17:00",137825,"0.031","0.089","0.213","0.035","10.9","769.2","80.3"
"2022-01-04 02:18:00",137826,"0.031","0.089","0.212","0.035","10.8","769.2","80.6"
"2022-01-04 02:19:00",137827,"0.031","0.089","0.211","0.034","10.8","769.2","80.8"
